service_date,day_type,bus,rail_boardings,total_rides
02/03/2012,W,1014951,714336,1729287
05/22/2006,W,996607,629775,1626382
07/16/2006,U,418278,308173,726451
08/10/2018,W,728844,757214,1486058
10/17/2019,W,787285,790202,1577487
08/10/2019,A,490001,428555,918556
03/20/2020,W,303882,152797,456679
06/27/2010,U,439815,441824,881639
07/25/2015,A,573827,539665,1113492
05/06/2020,W,248434,82526,330960
08/21/2008,W,1006682,679508,1686190
03/12/2001,W,979411,588857,1568268
06/12/2024,W,576142,423834,999976
06/30/2011,W,947943,753565,1701508
10/08/2023,U,253021,403385,656406
06/14/2019,W,786956,769162,1556118
06/14/2007,W,944081,653008,1597089
04/28/2023,W,503332,340242,843574
08/15/2023,W,500013,382517,882530
05/16/2015,A,561092,493377,1054469
01/21/2021,W,287899,144085,431984
08/30/2004,W,884633,567769,1452402
05/22/2014,W,908285,788319,1696604
06/13/2007,W,955467,654913,1610380
02/11/2018,U,294675,260148,554823
07/24/2023,W,474506,338496,813002
11/22/2016,W,837828,756704,1594532
01/06/2023,W,371923,258636,630559
06/01/2012,W,1034827,750848,1785675
11/03/2015,W,987382,830460,1817842
12/25/2017,U,164256,118654,282910
10/28/2007,U,472765,233248,706013
02/13/2003,W,978871,597819,1576690
02/25/2021,W,300304,157867,458171
10/21/2016,W,867704,800137,1667841
07/11/2009,A,733100,422670,1155770
06/10/2024,W,521105,360674,881779
12/02/2014,W,926053,766316,1692369
12/29/2015,W,638221,571322,1209543
08/12/2002,W,908503,579800,1488303
07/20/2024,A,415213,336971,752184
07/17/2024,W,579034,417491,996525
09/13/2016,W,904869,811807,1716676
01/23/2003,W,822317,541015,1363332
07/23/2002,W,955084,623156,1578240
04/18/2015,A,599954,503902,1103856
07/22/2006,A,625346,408434,1033780
04/18/2019,W,654819,675919,1330738
04/29/2005,W,1036716,608264,1644980
08/03/2013,A,667710,574621,1242331
12/05/2010,U,406680,277309,683989
04/06/2013,A,611381,459388,1070769
07/09/2019,W,760765,733255,1494020
02/29/2020,A,458601,337983,796584
10/17/2023,W,587256,440241,1027497
12/29/2021,W,294413,191745,486158
10/28/2004,W,1033261,629827,1663088
09/14/2015,W,930582,803746,1734328
05/12/2012,A,610945,427440,1038385
11/23/2018,W,473453,393241,866694
04/14/2023,W,518497,353807,872304
04/03/2019,W,846418,744443,1590861
02/17/2001,A,591717,269294,861011
07/21/2022,W,445763,342598,788361
05/27/2002,U,395210,200876,596086
06/03/2017,A,523471,495282,1018753
09/10/2018,W,844530,792245,1636775
02/02/2004,W,914997,566503,1481500
06/12/2015,W,854059,812194,1666253
07/21/2014,W,821289,740142,1561431
01/24/2018,W,808026,732420,1540446
07/09/2018,W,742452,704612,1447064
02/19/2002,W,985390,597374,1582764
01/27/2007,A,578477,314380,892857
04/11/2005,W,1013684,615683,1629367
10/31/2006,W,997495,663340,1660835
03/19/2016,A,520426,438020,958446
12/02/2002,W,966808,598780,1565588
11/01/2001,W,1029256,641642,1670898
04/16/2018,W,773294,704714,1478008
06/11/2003,W,961149,607043,1568192
02/07/2003,W,953979,573249,1527228
07/22/2002,W,900537,595784,1496321
08/24/2011,W,999361,728732,1728093
11/17/2010,W,1033004,717114,1750118
06/01/2024,A,359226,257545,616771
01/13/2007,A,562827,308047,870874
12/10/2024,W,597740,406353,1004093
03/14/2016,W,870740,766595,1637335
09/14/2021,W,468812,311965,780777
08/23/2007,W,848806,578731,1427537
02/17/2006,W,942685,604038,1546723
09/02/2006,A,668504,405986,1074490
11/24/2007,A,541464,285732,827196
03/04/2012,U,441120,292334,733454
02/12/2022,A,236977,177109,414086
09/16/2012,U,497209,369738,866947
08/12/2001,U,420182,234020,654202
11/02/2001,W,1042714,645966,1688680
06/29/2007,W,968906,708650,1677556
02/10/2015,W,965833,772727,1738560
03/25/2023,A,287548,202198,489746
12/30/2015,W,636706,585337,1222043
10/25/2024,W,611655,408835,1020490
01/26/2015,W,896430,738965,1635395
01/11/2015,U,349027,279494,628521
10/28/2023,A,360484,275006,635490
09/15/2023,W,566708,432176,998884
02/11/2002,W,985014,592118,1577132
03/19/2017,U,371042,304418,675460
04/10/2012,W,1038779,751834,1790613
05/13/2008,W,1092576,652724,1745300
08/24/2006,W,831663,617548,1449211
08/26/2006,A,592637,361355,953992
01/06/2017,W,591800,600277,1192077
02/08/2008,W,1031968,622837,1654805
02/17/2007,A,562470,306944,869414
03/26/2011,A,603928,387317,991245
09/13/2003,A,601330,350594,951924
05/23/2011,W,997460,682656,1680116
05/13/2022,W,470223,332657,802880
06/15/2006,W,907237,659507,1566744
05/17/2005,W,1013627,607296,1620923
07/19/2001,W,949691,618451,1568142
09/28/2024,A,384642,312755,697397
11/26/2021,W,257700,189694,447394
10/13/2016,W,896918,828891,1725809
12/27/2023,W,403147,252136,655283
04/10/2023,W,492576,324608,817184
07/27/2003,U,367151,222589,589740
01/29/2019,W,581664,579917,1161581
07/09/2003,W,871942,598967,1470909
05/23/2001,W,978614,619656,1598270
02/15/2021,W,196912,118258,315170
03/06/2022,U,194300,141976,336276
02/13/2017,W,822007,702129,1524136
02/16/2022,W,436057,286506,722563
11/10/2006,W,935843,610547,1546390
04/27/2007,W,1017433,617985,1635418
04/19/2016,W,765854,741141,1506995
09/15/2010,W,1077313,757144,1834457
12/16/2012,U,450355,334285,784640
08/10/2001,W,946431,626136,1572567
08/22/2020,A,229626,119732,349358
06/15/2022,W,435538,338852,774390
10/08/2021,W,461163,348740,809903
09/04/2014,W,942676,794090,1736766
07/27/2014,U,423806,403719,827525
02/11/2011,W,965062,659696,1624758
08/09/2009,U,492623,383769,876392
02/26/2001,W,1009329,609256,1618585
06/18/2017,U,390193,338474,728667
12/03/2022,A,302524,235937,538461
01/31/2004,A,531967,246213,778180
06/30/2020,W,298563,140782,439345
11/19/2004,W,1021327,622698,1644025
11/17/2005,W,982303,636292,1618595
06/04/2001,W,1029447,599699,1629146
03/21/2010,U,405115,271794,676909
04/15/2009,W,1073275,682839,1756114
05/04/2019,A,495436,437434,932870
07/04/2001,U,461383,306172,767555
08/10/2008,U,542860,314698,857558
06/06/2010,U,455093,308756,763849
07/14/2009,W,975173,644793,1619966
12/21/2020,W,280892,137696,418588
08/31/2015,W,836125,771622,1607747
03/14/2009,A,699923,471323,1171246
12/24/2004,W,425489,191941,617430
05/18/2013,A,625752,493226,1118978
08/12/2008,W,989226,632942,1622168
03/02/2005,W,984054,587875,1571929
09/15/2015,W,956026,853826,1809852
01/20/2005,W,936302,590558,1526860
07/12/2003,A,607118,339152,946270
06/25/2001,W,947130,621006,1568136
07/31/2008,W,976117,652936,1629053
09/16/2021,W,467659,365090,832749
01/03/2015,A,441327,340135,781462
08/13/2017,U,384338,351048,735386
08/10/2007,W,942284,617817,1560101
01/04/2002,W,858709,528849,1387558
05/07/2022,A,308573,262869,571442
09/12/2005,W,1088861,674800,1763661
06/18/2006,U,412366,259888,672254
02/16/2023,W,450939,324574,775513
02/06/2024,W,595983,390513,986496
02/04/2010,W,1090369,666455,1756824
12/28/2019,A,394869,298646,693515
03/12/2022,A,247872,287526,535398
10/24/2006,W,1043962,675059,1719021
09/08/2022,W,529691,391210,920901
07/03/2013,W,945848,693445,1639293
06/18/2024,W,551782,426829,978611
04/18/2016,W,785035,732335,1517370
02/27/2002,W,939542,587701,1527243
07/18/2024,W,563700,423510,987210
05/28/2018,U,364119,325534,689653
03/04/2013,W,1046582,684343,1730925
08/12/2007,U,472709,262521,735230
05/28/2006,U,461625,282850,744475
09/12/2019,W,845028,795224,1640252
08/10/2013,A,642566,493210,1135776
12/10/2021,W,425279,297443,722722
09/06/2001,W,1053246,644766,1698012
07/09/2001,W,935542,597633,1533175
07/25/2013,W,919260,715876,1635136
10/01/2015,W,993576,848050,1841626
11/08/2021,W,458387,305403,763790
02/07/2017,W,827885,734586,1562471
09/08/2005,W,1090390,671553,1761943
07/12/2009,U,525978,335349,861327
09/08/2003,W,1028540,623072,1651612
03/30/2022,W,425844,299471,725315
10/31/2013,W,956055,786574,1742629
05/24/2012,W,1016089,756023,1772112
04/22/2011,W,767236,583531,1350767
05/28/2013,W,982424,672485,1654909
05/25/2015,U,397951,357227,755178
01/09/2023,W,449465,296803,746268
11/25/2013,W,898537,742488,1641025
07/27/2019,A,509542,417935,927477
08/07/2004,A,608291,319929,928220
05/11/2024,A,416481,273276,689757
04/27/2024,A,419731,286199,705930
01/25/2021,W,265782,135618,401400
11/06/2008,W,1101916,691666,1793582
07/19/2011,W,938830,721231,1660061
01/02/2019,W,591006,573542,1164548
06/26/2007,W,887917,623390,1511307
09/26/2018,W,868419,838474,1706893
09/01/2017,W,827394,760661,1588055
11/18/2022,W,437859,348326,786185
08/25/2023,W,553276,375055,928331
06/02/2010,W,990049,663107,1653156
07/26/2006,W,897731,641296,1539027
04/13/2003,U,407540,219553,627093
07/19/2002,W,960153,612971,1573124
04/03/2022,U,218901,153875,372776
04/05/2010,W,975213,657842,1633055
11/26/2005,A,520348,290786,811134
07/05/2024,W,472097,346546,818643
08/27/2018,W,751100,740835,1491935
10/17/2018,W,866716,807188,1673904
03/15/2014,A,593789,674922,1268711
09/01/2014,U,419182,366912,786094
01/21/2010,W,1037561,659269,1696830
07/29/2008,W,1014276,654547,1668823
10/02/2005,U,451633,245477,697110
08/18/2018,A,493509,469340,962849
09/09/2014,W,967610,800307,1767917
10/02/2011,U,486409,344520,830929
04/09/2015,W,748326,711033,1459359
03/27/2020,W,220715,102714,323429
04/30/2007,W,1030435,599953,1630388
07/10/2006,W,900356,618702,1519058
05/02/2002,W,976392,598086,1574478
07/26/2002,W,942389,590601,1532990
12/18/2003,W,917919,567624,1485543
09/28/2003,U,377248,236781,614029
04/22/2020,W,213080,77822,290902
10/09/2014,W,969095,838925,1808020
04/26/2009,U,422437,251595,674032
10/06/2003,W,1018276,618461,1636737
09/22/2001,A,641096,307331,948427
10/04/2017,W,889343,798360,1687703
09/29/2019,U,358174,294350,652524
04/20/2017,W,797055,758119,1555174
06/20/2010,U,465420,301730,767150
10/29/2014,W,944219,813686,1757905
11/04/2005,W,994280,653744,1648024
01/27/2024,A,349068,222033,571101
03/09/2015,W,935951,752995,1688946
03/17/2021,W,310656,165207,475863
01/08/2014,W,806256,687473,1493729
04/26/2006,W,952603,649967,1602570
02/26/2016,W,865397,749991,1615388
06/13/2004,U,418700,237263,655963
04/05/2024,W,576732,375602,952334
05/03/2010,W,1051064,673932,1724996
11/11/2004,W,812757,549029,1361786
03/19/2024,W,583292,396834,980126
04/19/2007,W,987896,617546,1605442
10/23/2001,W,1000304,638393,1638697
02/13/2011,U,474048,303381,777429
10/24/2003,W,1008879,639483,1648362
10/05/2015,W,948999,805091,1754090
11/04/2002,W,1072235,633872,1706107
12/01/2017,W,890982,785058,1676040
01/01/2010,U,348324,217060,565384
12/31/2015,W,604409,565772,1170181
05/12/2002,U,358446,185931,544377
09/22/2004,W,1032930,629320,1662250
06/09/2012,A,704117,569867,1273984
07/04/2022,U,201272,158486,359758
05/18/2007,W,1044582,643462,1688044
03/18/2018,U,361391,320742,682133
10/27/2012,A,664877,490779,1155656
05/01/2010,A,668743,455658,1124401
04/12/2006,W,877362,627736,1505098
01/19/2017,W,823901,743065,1566966
01/09/2003,W,979678,586435,1566113
08/20/2008,W,1019019,671769,1690788
04/08/2005,W,1034023,642939,1676962
11/12/2009,W,1097428,709937,1807365
06/26/2009,W,985078,708491,1693569
08/21/2006,W,878842,613716,1492558
03/16/2018,W,808945,738857,1547802
10/08/2002,W,1074824,650758,1725582
09/30/2012,U,495883,357104,852987
09/06/2016,W,910863,760434,1671297
09/06/2009,U,503694,338561,842255
05/06/2005,W,1027299,626005,1653304
07/24/2015,W,830024,818410,1648434
03/24/2001,A,604139,277028,881167
11/15/2008,A,688151,374896,1063047
12/08/2021,W,440298,300242,740540
01/31/2013,W,955113,713918,1669031
12/14/2018,W,789944,724198,1514142
07/09/2012,W,934404,697423,1631827
02/22/2021,W,280331,146573,426904
03/03/2011,W,1057767,709973,1767740
11/20/2021,A,271655,276136,547791
06/29/2013,A,620304,463716,1084020
12/03/2011,A,662075,461349,1123424
08/17/2017,W,722939,751673,1474612
04/07/2002,U,355354,180625,535979
04/29/2022,W,472802,324138,796940
09/07/2023,W,597711,442432,1040143
07/12/2022,W,460573,351612,812185
04/04/2014,W,941118,806643,1747761
03/28/2014,W,944696,732211,1676907
03/13/2018,W,808848,731938,1540786
01/17/2017,W,829925,737976,1567901
12/28/2018,W,577497,493961,1071458
10/17/2006,W,1029815,683799,1713614
11/25/2008,W,1088066,653433,1741499
10/12/2001,W,1000153,625089,1625242
05/02/2005,W,1000310,585188,1585498
03/11/2010,W,994390,664881,1659271
05/21/2017,U,366609,350024,716633
04/13/2004,W,831527,571813,1403340
01/01/2012,U,338458,277156,615614
10/23/2002,W,1013066,635553,1648619
12/07/2020,W,272363,133537,405900
10/11/2021,W,335704,269043,604747
05/11/2018,W,788585,744337,1532922
06/02/2013,U,439719,333835,773554
12/06/2007,W,1029586,619960,1649546
12/29/2006,W,816636,499735,1316371
03/19/2014,W,920270,767680,1687950
11/07/2009,A,723832,419045,1142877
02/02/2010,W,1062988,651659,1714647
12/18/2017,W,784151,675289,1459440
12/03/2012,W,1069024,742337,1811361
01/30/2012,W,1023037,704317,1727354
07/06/2018,W,720068,699130,1419198
09/08/2012,A,697211,548107,1245318
01/24/2002,W,1007218,605974,1613192
12/18/2005,U,371336,222374,593710
01/07/2007,U,384626,208188,592814
05/30/2001,W,1002940,607442,1610382
07/24/2006,W,906725,633184,1539909
03/05/2009,W,1105607,658867,1764474
01/30/2002,W,936013,602737,1538750
04/23/2012,W,1031544,739667,1771211
04/21/2008,W,1088521,651232,1739753
12/14/2003,U,369050,209939,578989
11/17/2011,W,998699,752834,1751533
09/25/2005,U,428577,277519,706096
03/01/2020,U,357257,267438,624695
10/17/2009,A,692682,420801,1113483
12/24/2003,W,610061,333655,943716
01/03/2003,W,861580,515985,1377565
03/21/2021,U,187953,111138,299091
10/04/2009,U,514280,309529,823809
05/17/2017,W,835226,763055,1598281
10/01/2006,U,462755,296236,758991
02/24/2013,U,426783,280619,707402
12/18/2021,A,243767,196349,440116
05/19/2014,W,885010,732346,1617356
06/19/2002,W,992928,618449,1611377
05/17/2011,W,1012424,694950,1707374
07/24/2016,U,370394,346616,717010
12/27/2015,U,334737,272169,606906
12/16/2015,W,871638,755292,1626930
04/11/2023,W,539533,388288,927821
11/10/2024,U,306889,232420,539309
10/13/2001,A,515481,273528,789009
10/03/2024,W,670461,454449,1124910
01/31/2015,A,551745,419577,971322
12/21/2003,U,415703,218944,634647
05/25/2008,U,502997,284612,787609
04/28/2024,U,293589,196481,490070
08/15/2004,U,428984,239400,668384
02/11/2001,U,405433,178810,584243
05/25/2024,A,420064,342285,762349
11/01/2022,W,535639,378179,913818
10/14/2015,W,954519,845066,1799585
01/27/2020,W,790014,697371,1487385
04/04/2018,W,823619,738079,1561698
08/20/2015,W,820929,778440,1599369
02/27/2021,A,232432,127246,359678
05/19/2020,W,228412,79752,308164
02/11/2013,W,994224,708331,1702555
03/21/2007,W,970928,596843,1567771
11/01/2004,W,953969,587503,1541472
08/18/2020,W,313038,155406,468444
05/04/2022,W,500429,344233,844662
06/10/2018,U,332042,339387,671429
01/06/2022,W,256983,175465,432448
01/11/2022,W,299534,190644,490178
07/31/2016,U,400504,472314,872818
06/14/2024,W,536639,412548,949187
10/20/2017,W,862656,796878,1659534
01/30/2013,W,997461,735084,1732545
04/05/2008,A,765299,356215,1121514
04/16/2023,U,229968,157603,387571
08/09/2008,A,770627,431699,1202326
04/22/2007,U,474187,271708,745895
11/19/2006,U,417408,242830,660238
04/09/2009,W,952099,638401,1590500
01/10/2023,W,499769,345615,845384
10/17/2017,W,882601,819635,1702236
11/03/2001,A,648350,315004,963354
06/13/2011,W,1005818,726932,1732750
10/04/2010,W,1049060,710406,1759466
07/27/2015,W,820529,760311,1580840
12/04/2013,W,1022579,778031,1800610
01/22/2021,W,264517,138811,403328
06/07/2005,W,1003186,628716,1631902
04/24/2003,W,961316,620140,1581456
03/22/2011,W,964687,653024,1617711
09/26/2004,U,424978,226180,651158
07/24/2009,W,968278,686977,1655255
02/28/2002,W,941136,592045,1533181
03/22/2018,W,807829,722634,1530463
12/03/2002,W,1007666,622071,1629737
02/03/2024,A,372165,230410,602575
07/03/2002,W,1004276,785621,1789897
05/09/2020,A,206907,59372,266279
05/26/2016,W,853656,775073,1628729
06/04/2012,W,1035294,726053,1761347
10/11/2022,W,516976,397158,914134
07/28/2021,W,390425,298392,688817
04/09/2012,W,1010279,727154,1737433
04/04/2019,W,791393,735719,1527112
03/22/2023,W,499380,340260,839640
07/04/2012,U,511376,383942,895318
09/23/2007,U,481232,269325,750557
11/03/2024,U,267845,227887,495732
07/14/2018,A,471688,455259,926947
05/04/2013,A,655097,465245,1120342
05/10/2009,U,474595,249540,724135
05/01/2003,W,971218,597161,1568379
06/01/2001,W,1057056,611631,1668687
08/31/2014,U,451820,448668,900488
02/05/2004,W,931453,586671,1518124
01/26/2009,W,1024953,633365,1658318
05/13/2002,W,975822,570031,1545853
04/18/2008,W,1097367,652105,1749472
08/07/2008,W,1024746,683487,1708233
03/21/2001,W,1029332,616764,1646096
05/07/2012,W,1000335,731509,1731844
11/15/2007,W,1056246,653620,1709866
02/27/2007,W,998059,610100,1608159
06/08/2005,W,984240,632453,1616693
05/09/2010,U,439376,282516,721892
07/07/2018,A,485369,439367,924736
03/04/2004,W,936797,584225,1521022
06/23/2005,W,888587,593403,1481990
04/18/2018,W,783296,728207,1511503
04/14/2007,A,619468,349162,968630
03/16/2010,W,1036185,679563,1715748
07/12/2014,A,497531,471216,968747
06/16/2019,U,347416,319752,667168
10/11/2002,W,1074197,658585,1732782
02/07/2001,W,1015059,609022,1624081
01/07/2020,W,775765,677497,1453262
09/30/2005,W,1114521,673776,1788297
01/02/2013,W,747631,570506,1318137
01/08/2008,W,990597,592632,1583229
11/27/2005,U,378931,214449,593380
04/07/2007,A,547926,279962,827888
11/02/2015,W,940464,817657,1758121
06/15/2017,W,830091,777758,1607849
11/19/2021,W,443247,337202,780449
06/13/2010,U,451434,348910,800344
05/17/2012,W,1014361,746681,1761042
02/05/2021,W,250369,139613,389982
09/17/2011,A,684347,511704,1196051
06/05/2022,U,230730,216530,447260
12/30/2014,W,646243,567099,1213342
03/14/2007,W,1010219,631196,1641415
05/05/2013,U,471437,350222,821659
09/25/2021,A,300821,296621,597442
01/13/2015,W,881226,743774,1625000
06/10/2013,W,993550,731202,1724752
09/05/2007,W,1097897,689499,1787396
11/14/2004,U,413442,221405,634847
10/21/2014,W,947668,814300,1761968
06/20/2004,U,431055,231581,662636
01/19/2001,W,909964,583851,1493815
10/10/2013,W,1041043,803786,1844829
06/24/2010,W,931520,691266,1622786
08/11/2001,A,607614,323141,930755
02/16/2009,W,765356,486133,1251489
11/03/2006,W,959706,654291,1613997
07/16/2013,W,924281,695896,1620177
09/16/2009,W,1108929,732849,1841778
11/04/2009,W,1105418,695322,1800740
09/14/2006,W,1054398,719561,1773959
08/31/2016,W,815110,779334,1594444
01/01/2001,U,297192,126455,423647
11/01/2021,W,452937,300996,753933
04/24/2006,W,998455,642816,1641271
10/25/2015,U,415182,368100,783282
04/08/2009,W,963532,642963,1606495
01/11/2001,W,995561,607503,1603064
01/25/2018,W,813348,743858,1557206
08/16/2023,W,518485,390193,908678
02/17/2021,W,278930,149828,428758
09/15/2003,W,1015639,653569,1669208
08/12/2017,A,505271,477767,983038
12/17/2010,W,932601,642967,1575568
06/26/2021,A,232678,190791,423469
12/06/2004,W,1000415,587577,1587992
04/14/2002,U,438900,210876,649776
12/17/2007,W,968005,564404,1532409
05/02/2013,W,1028782,752135,1780917
07/06/2014,U,410521,354469,764990
12/23/2005,W,878003,479373,1357376
04/07/2005,W,1001832,612048,1613880
03/09/2014,U,405308,328025,733333
09/12/2011,W,1077578,756209,1833787
09/03/2018,U,330488,293772,624260
08/29/2004,U,407683,243215,650898
02/22/2018,W,833819,743449,1577268
01/29/2012,U,416383,293146,709529
08/14/2006,W,857738,595551,1453289
03/28/2005,W,968792,568013,1536805
12/06/2010,W,944575,641755,1586330
12/10/2011,A,604502,435343,1039845
01/22/2013,W,865232,654679,1519911
08/26/2009,W,921926,651492,1573418
09/18/2015,W,895702,853094,1748796
06/06/2003,W,962917,615632,1578549
06/28/2016,W,771611,748753,1520364
02/22/2020,A,463771,344117,807888
03/06/2016,U,393610,327173,720783
08/17/2022,W,451427,335610,787037
04/30/2009,W,999397,660465,1659862
11/21/2014,W,898889,787291,1686180
12/19/2002,W,1020038,590493,1610531
06/14/2010,W,955902,662467,1618369
06/16/2002,U,456833,225229,682062
09/29/2002,U,421618,232441,654059
06/30/2001,A,649995,363078,1013073
12/27/2021,W,276748,170801,447549
03/29/2015,U,362329,325865,688194
09/03/2012,U,509576,366891,876467
09/29/2018,A,492591,500479,993070
11/10/2019,U,353042,292170,645212
11/10/2018,A,465852,385710,851562
04/12/2007,W,1015749,617734,1633483
11/27/2004,A,472803,246053,718856
05/26/2023,W,497832,356184,854016
04/19/2003,A,562148,263464,825612
05/05/2014,W,963691,769476,1733167
07/03/2010,A,688185,498374,1186559
03/20/2013,W,980735,721345,1702080
04/13/2013,A,600393,462508,1062901
03/26/2004,W,858131,557755,1415886
12/29/2022,W,347158,231287,578445
05/25/2022,W,461780,319883,781663
01/13/2011,W,969691,661269,1630960
02/10/2008,U,300232,176228,476460
04/08/2011,W,1006956,701186,1708142
05/02/2021,U,195776,126355,322131
06/09/2020,W,245154,98717,343871
06/26/2011,U,513140,561689,1074829
06/08/2007,W,1025937,653397,1679334
05/06/2022,W,429700,298387,728087
08/23/2005,W,907676,616739,1524415
01/08/2005,A,533884,261042,794926
01/31/2010,U,437345,249932,687277
02/28/2018,W,837820,736868,1574688
08/26/2008,W,1051063,653148,1704211
06/23/2017,W,729483,747333,1476816
07/21/2001,A,593545,305457,899002
07/03/2024,W,575361,404738,980099
10/13/2014,W,743512,714675,1458187
08/25/2001,A,518211,290626,808837
04/19/2001,W,917518,596505,1514023
03/29/2011,W,1018975,688681,1707656
05/31/2004,U,352611,210076,562687
04/22/2021,W,336610,187886,524496
10/28/2013,W,982644,768974,1751618
05/25/2003,U,408454,223466,631920
10/08/2024,W,652969,459661,1112630
01/21/2017,A,488902,582031,1070933
04/28/2001,A,624970,289747,914717
06/16/2005,W,931626,603660,1535286
10/26/2002,A,626185,331030,957215
03/17/2004,W,932468,589641,1522109
09/24/2009,W,1099145,712276,1811421
11/20/2019,W,839934,756096,1596030
04/22/2015,W,925517,780432,1705949
04/06/2010,W,984899,664805,1649704
06/25/2010,W,941751,750414,1692165
07/16/2001,W,880246,623660,1503906
12/17/2018,W,791252,668008,1459260
04/15/2017,A,506929,453975,960904
09/28/2011,W,1053206,759071,1812277
04/11/2020,A,161743,59808,221551
03/04/2003,W,964967,606043,1571010
07/21/2024,U,336062,262703,598765
11/28/2011,W,1016597,703558,1720155
10/13/2023,W,519462,373986,893448
05/29/2022,U,239199,246793,485992
05/12/2021,W,337223,193841,531064
01/03/2020,W,688165,578202,1266367
05/09/2024,W,569230,406557,975787
12/12/2002,W,1015667,602683,1618350
08/15/2013,W,877526,705604,1583130
02/27/2004,W,980935,589768,1570703
06/30/2024,U,332479,322925,655404
06/03/2003,W,992041,610279,1602320
09/07/2020,U,189391,104992,294383
02/26/2008,W,970886,605240,1576126
10/11/2016,W,884539,805839,1690378
05/22/2007,W,1044661,627087,1671748
08/26/2011,W,997931,710247,1708178
09/01/2021,W,483883,302972,786855
01/13/2016,W,787220,716663,1503883
07/23/2019,W,754783,731712,1486495
06/03/2013,W,1054416,707210,1761626
06/30/2022,W,434307,354302,788609
05/06/2014,W,974250,784430,1758680
11/08/2008,A,675404,398288,1073692
02/26/2019,W,773049,699462,1472511
01/01/2014,U,281657,303441,585098
11/28/2015,A,459598,396926,856524
05/25/2009,U,409208,258452,667660
03/27/2001,W,1017904,600914,1618818
08/13/2014,W,817833,745654,1563487
01/05/2011,W,950712,624027,1574739
01/20/2007,A,576490,316657,893147
03/06/2003,W,874641,573715,1448356
06/13/2018,W,783799,759987,1543786
11/26/2007,W,1009519,612439,1621958
11/12/2008,W,1081236,679826,1761062
04/18/2005,W,1015285,609637,1624922
05/25/2016,W,833427,754244,1587671
05/23/2010,U,490423,322958,813381
04/28/2021,W,303689,172569,476258
03/23/2014,U,418299,315092,733391
02/28/2001,W,990416,610013,1600429
08/31/2010,W,980388,693348,1673736
03/31/2015,W,922487,753405,1675892
11/20/2001,W,1005581,612391,1617972
06/07/2010,W,1001595,679492,1681087
09/04/2004,A,653547,326695,980242
05/30/2020,A,210004,69848,279852
12/22/2004,W,725010,473787,1198797
09/17/2018,W,839178,794968,1634146
06/24/2008,W,1046337,666522,1712859
06/06/2015,A,606641,511352,1117993
11/20/2004,A,627629,371415,999044
01/29/2002,W,979719,597598,1577317
03/17/2015,W,934438,770081,1704519
02/21/2020,W,782853,675973,1458826
03/08/2013,W,1047924,716118,1764042
07/10/2019,W,750223,735504,1485727
06/27/2003,W,890776,661150,1551926
11/26/2018,W,681371,647084,1328455
05/09/2016,W,815440,736551,1551991
01/15/2010,W,1043125,634202,1677327
02/22/2017,W,873309,758299,1631608
02/06/2021,A,161437,89065,250502
05/23/2014,W,906712,763127,1669839
02/26/2006,U,386242,211388,597630
01/29/2022,A,216590,160644,377234
