service_date,day_type,bus,rail_boardings,total_rides
05/12/2014,W,880457,711215,1591672
05/16/2005,W,1005555,598942,1604497
08/21/2001,W,894995,608242,1503237
07/29/2011,W,942044,711542,1653586
05/19/2012,A,646682,465776,1112458
08/08/2010,U,464239,415228,879467
04/28/2017,W,830500,740579,1571079
10/29/2013,W,976102,790974,1767076
12/01/2014,W,912722,743704,1656426
05/22/2010,A,646961,413263,1060224
01/09/2001,W,978377,599905,1578282
11/05/2020,W,311836,158434,470270
09/30/2019,W,850333,738159,1588492
09/04/2024,W,653220,454140,1107360
05/23/2013,W,987008,693752,1680760
05/15/2004,A,615125,308012,923137
03/09/2024,A,379680,245369,625049
12/02/2005,W,1012143,626729,1638872
01/07/2003,W,982542,580676,1563218
06/06/2018,W,820198,778486,1598684
03/13/2022,U,200879,168821,369700
03/03/2022,W,450905,301344,752249
07/15/2020,W,295648,147794,443442
11/20/2018,W,807383,741467,1548850
06/26/2018,W,714896,717661,1432557
12/04/2004,A,638045,335317,973362
09/18/2011,U,433064,328422,761486
04/28/2020,W,229831,79284,309115
06/04/2024,W,602909,443126,1046035
08/15/2009,A,722837,472275,1195112
08/09/2011,W,958406,713624,1672030
05/25/2017,W,829938,776776,1606714
01/10/2006,W,938390,600336,1538726
11/02/2002,A,647400,313106,960506
07/09/2010,W,930427,676348,1606775
06/23/2001,A,631716,328467,960183
07/15/2012,U,520254,434508,954762
05/23/2006,W,1013298,647643,1660941
09/10/2020,W,320927,167696,488623
07/12/2008,A,718369,361910,1080279
11/25/2005,W,542621,335201,877822
09/17/2003,W,1023215,663761,1686976
06/22/2002,A,634013,341170,975183
04/05/2023,W,438936,335701,774637
09/21/2013,A,629564,526128,1155692
04/28/2009,W,1043138,650112,1693250
12/11/2020,W,277727,138386,416113
12/03/2019,W,849440,732651,1582091
06/13/2012,W,986995,778465,1765460
06/03/2006,A,668592,371768,1040360
07/24/2024,W,574946,434300,1009246
04/11/2012,W,1053786,760911,1814697
02/20/2013,W,995286,720364,1715650
12/26/2003,W,605667,321094,926761
04/23/2022,A,312128,278763,590891
11/14/2001,W,994462,624162,1618624
01/06/2008,U,415385,207391,622776
04/20/2003,U,368478,172399,540877
12/03/2020,W,301357,142080,443437
10/21/2004,W,1052476,637181,1689657
10/08/2020,W,334365,174469,508834
08/20/2017,U,395932,381042,776974
09/16/2010,W,1030218,751525,1781743
02/12/2003,W,749254,523192,1272446
05/22/2018,W,819740,762899,1582639
03/26/2012,W,996549,700972,1697521
11/17/2021,W,436216,311717,747933
07/14/2013,U,487170,413355,900525
09/13/2024,W,610703,407861,1018564
08/22/2007,W,929593,601469,1531062
07/24/2002,W,945502,617518,1563020
11/29/2014,A,493851,417770,911621
11/05/2016,A,536579,531687,1068266
03/03/2023,W,441984,285055,727039
05/13/2019,W,783657,704326,1487983
04/08/2019,W,823032,754465,1577497
08/15/2017,W,774523,700422,1474945
03/11/2013,W,1009909,713865,1723774
10/24/2021,U,171424,144992,316416
07/01/2020,W,327984,148683,476667
03/29/2012,W,1013994,734424,1748418
10/31/2023,W,520069,390110,910179
05/17/2020,U,119698,40451,160149
06/21/2001,W,900375,596076,1496451
07/11/2005,W,913284,573004,1486288
10/20/2024,U,321239,239392,560631
07/02/2024,W,554430,411251,965681
07/07/2015,W,834983,794300,1629283
06/30/2018,A,473766,468103,941869
03/25/2006,A,620929,322685,943614
10/17/2005,W,1046900,653518,1700418
07/07/2019,U,365003,328344,693347
01/17/2001,W,1018690,620343,1639033
03/17/2006,W,989694,633801,1623495
12/06/2019,W,799551,729231,1528782
08/20/2018,W,668029,672736,1340765
08/20/2010,W,928525,688864,1617389
09/15/2019,U,353264,352467,705731
01/02/2022,U,141100,114070,255170
06/27/2005,W,867853,591716,1459569
12/01/2013,U,393065,311377,704442
06/25/2002,W,926613,600847,1527460
01/20/2004,W,939415,572634,1512049
09/20/2021,W,443252,298947,742199
12/08/2004,W,1017145,605103,1622248
08/01/2006,W,894297,619717,1514014
05/23/2004,U,398101,224372,622473
11/22/2008,A,697641,417656,1115297
04/16/2024,W,599597,405400,1004997
12/07/2008,U,406475,241719,648194
09/03/2014,W,985184,813174,1798358
04/28/2004,W,914358,585375,1499733
06/20/2009,A,757562,423217,1180779
01/23/2009,W,979795,622633,1602428
06/14/2015,U,419317,407107,826424
04/09/2004,W,799356,490037,1289393
05/23/2008,W,1074370,622769,1697139
07/28/2002,U,414913,215040,629953
07/16/2016,A,529240,528345,1057585
09/26/2012,W,1088775,786511,1875286
11/05/2010,W,1034503,723652,1758155
01/02/2004,W,754051,421851,1175902
05/08/2009,W,1084713,657966,1742679
01/18/2003,A,512435,261058,773493
01/09/2014,W,860867,727384,1588251
07/26/2014,A,563247,540197,1103444
09/25/2009,W,1010229,697003,1707232
06/21/2002,W,979910,616117,1596027
08/10/2004,W,859980,584756,1444736
01/03/2024,W,451613,307037,758650
09/18/2019,W,859904,807081,1666985
10/31/2024,W,605292,425596,1030888
08/23/2023,W,531763,365111,896874
05/25/2019,A,483109,426932,910041
01/16/2003,W,945280,591915,1537195
12/03/2007,W,1064265,605852,1670117
08/31/2001,W,986749,616977,1603726
10/02/2021,A,283289,248678,531967
04/10/2011,U,483207,359065,842272
08/29/2022,W,453804,307410,761214
03/18/2002,W,992913,579486,1572399
04/29/2014,W,919869,770461,1690330
09/01/2010,W,1014776,696657,1711433
09/15/2022,W,526216,409158,935374
09/07/2017,W,867162,801972,1669134
04/24/2004,A,570050,314947,884997
12/18/2006,W,990534,591895,1582429
06/12/2011,U,492490,388957,881447
04/30/2022,A,260440,208693,469133
04/18/2017,W,848195,772115,1620310
01/10/2011,W,966448,639852,1606300
03/19/2011,A,661882,426128,1088010
08/31/2012,W,1051323,787713,1839036
06/14/2006,W,941928,665279,1607207
02/17/2013,U,445505,317885,763390
04/15/2005,W,953214,602625,1555839
04/06/2015,W,807389,711923,1519312
07/27/2007,W,923332,625772,1549104
06/07/2016,W,863284,795251,1658535
05/23/2019,W,801697,766717,1568414
09/06/2010,U,453040,319536,772576
04/15/2013,W,992589,717933,1710522
02/22/2013,W,944394,716784,1661178
03/13/2013,W,1034585,748618,1783203
09/25/2015,W,951827,863209,1815036
07/29/2005,W,928563,618229,1546792
01/25/2024,W,554313,390971,945284
02/24/2019,U,288368,240478,528846
06/26/2015,W,773954,748661,1522615
04/23/2009,W,1039524,688741,1728265
11/10/2003,W,981163,606222,1587385
09/07/2012,W,1057006,798630,1855636
09/03/2011,A,655947,472827,1128774
10/01/2023,U,303953,229368,533321
12/16/2004,W,969829,585749,1555578
03/21/2023,W,510959,347098,858057
06/03/2024,W,594326,377947,972273
10/28/2015,W,910794,826173,1736967
09/11/2011,U,483138,356915,840053
05/02/2008,W,1082350,641332,1723682
11/22/2009,U,485345,297371,782716
10/13/2024,U,280965,466771,747736
04/17/2023,W,458530,310077,768607
04/03/2015,W,814328,681130,1495458
09/03/2016,A,542836,509314,1052150
08/20/2014,W,829572,758067,1587639
02/12/2024,W,534181,325070,859251
08/09/2022,W,454272,352582,806854
04/05/2007,W,892666,577450,1470116
05/05/2001,A,637957,307025,944982
02/10/2001,A,605404,271313,876717
01/14/2019,W,756590,705571,1462161
10/25/2011,W,1066867,757975,1824842
08/16/2010,W,907011,648950,1555961
05/07/2013,W,1022360,758068,1780428
06/25/2005,A,629963,398677,1028640
08/08/2004,U,432272,235899,668171
04/30/2008,W,1104713,662503,1767216
03/15/2004,W,953320,580038,1533358
02/15/2020,A,408435,326795,735230
02/21/2006,W,993188,623860,1617048
09/23/2005,W,1068977,699466,1768443
10/24/2012,W,1081481,804851,1886332
05/30/2012,W,1001845,742834,1744679
03/23/2020,W,212121,103992,316113
12/21/2017,W,769444,659956,1429400
05/23/2012,W,1019498,738794,1758292
10/11/2007,W,1080412,674960,1755372
02/18/2023,A,307618,213471,521089
06/16/2022,W,441821,351622,793443
05/15/2010,A,632980,428608,1061588
09/11/2018,W,861007,818737,1679744
09/13/2015,U,423559,417183,840742
04/02/2013,W,993149,728501,1721650
03/07/2024,W,580398,390865,971263
06/07/2022,W,492774,348945,841719
05/22/2013,W,982149,687729,1669878
01/30/2011,U,406547,254689,661236
02/11/2023,A,305427,182401,487828
03/19/2003,W,938499,586881,1525380
09/13/2002,W,1064345,655102,1719447
01/22/2020,W,794213,715399,1509612
02/18/2009,W,1030930,637389,1668319
04/04/2005,W,1035659,608092,1643751
07/12/2004,W,883883,564588,1448471
07/03/2003,W,983110,790702,1773812
10/19/2002,A,654965,333538,988503
06/20/2012,W,945821,743331,1689152
08/30/2001,W,913200,617044,1530244
07/22/2018,U,339813,357484,697297
06/22/2003,U,423283,242077,665360
09/30/2002,W,1048696,634065,1682761
02/17/2019,U,296482,256817,553299
11/07/2016,W,887002,809878,1696880
09/14/2012,W,1023073,789009,1812082
09/23/2015,W,942933,838495,1781428
06/27/2017,W,763875,751340,1515215
10/03/2020,A,241921,133772,375693
03/24/2003,W,962889,584149,1547038
03/20/2006,W,963013,587104,1550117
12/26/2020,A,170294,81793,252087
11/12/2017,U,341066,303087,644153
09/14/2005,W,1072662,687668,1760330
04/26/2008,A,698927,319314,1018241
04/18/2024,W,606325,417750,1024075
01/14/2022,W,355305,224098,579403
11/25/2014,W,889039,780322,1669361
10/28/2011,W,993735,758294,1752029
01/26/2014,U,337328,280648,617976
08/16/2003,A,627785,363117,990902
11/19/2017,U,359562,330196,689758
09/17/2013,W,1049035,788413,1837448
07/30/2006,U,416361,290935,707296
02/23/2006,W,991146,635013,1626159
07/15/2005,W,937018,631418,1568436
01/14/2024,U,146724,93057,239781
06/14/2013,W,1033513,747980,1781493
03/03/2005,W,1030040,600570,1630610
12/29/2014,W,654612,559416,1214028
09/08/2018,A,486855,460892,947747
11/29/2008,A,595913,320575,916488
12/21/2010,W,786351,574097,1360448
01/24/2021,U,141538,71996,213534
09/04/2006,U,404856,256882,661738
02/17/2004,W,966524,596810,1563334
08/30/2007,W,968474,666661,1635135
07/06/2016,W,771626,788995,1560621
08/29/2009,A,708836,405427,1114263
08/10/2014,U,427882,405792,833674
09/10/2016,A,510845,465562,976407
09/15/2013,U,409765,345621,755386
03/19/2009,W,1073688,656286,1729974
11/29/2022,W,492390,346172,838562
10/01/2017,U,389470,361156,750626
12/22/2011,W,901280,615248,1516528
02/13/2002,W,1019675,612626,1632301
01/08/2024,W,517198,326817,844015
10/02/2018,W,870588,824655,1695243
01/22/2007,W,1002003,616824,1618827
12/19/2020,A,201406,101970,303376
04/04/2007,W,874823,565985,1440808
09/23/2011,W,1013491,751348,1764839
08/06/2023,U,264872,298188,563060
04/25/2022,W,454532,293934,748466
09/20/2004,W,1037831,618982,1656813
11/14/2022,W,479311,330831,810142
06/04/2023,U,278304,238509,516813
11/08/2005,W,998603,642398,1641001
05/06/2008,W,1122716,651484,1774200
06/21/2018,W,628563,683599,1312162
06/07/2011,W,1023477,727689,1751166
11/15/2011,W,1079072,770828,1849900
12/14/2011,W,939524,675577,1615101
03/05/2003,W,868551,583929,1452480
06/10/2012,U,509071,404744,913815
02/09/2010,W,913022,646792,1559814
03/08/2019,W,781577,684186,1465763
01/13/2023,W,443233,292169,735402
03/29/2008,A,688035,319080,1007115
08/03/2020,W,324028,152552,476580
09/10/2010,W,1067844,740993,1808837
03/21/2020,A,185406,86695,272101
05/25/2006,W,978387,639540,1617927
12/22/2005,W,912016,544544,1456560
04/14/2010,W,1043690,714316,1758006
03/08/2022,W,464441,303631,768072
09/18/2014,W,967453,848591,1816044
01/13/2006,W,887164,585207,1472371
01/29/2011,A,617408,381200,998608
04/16/2013,W,1014884,753356,1768240
10/09/2015,W,931769,854606,1786375
10/11/2013,W,1033797,792305,1826102
03/09/2008,U,415621,215690,631311
11/29/2013,W,625605,448939,1074544
03/27/2019,W,802407,693509,1495916
01/06/2012,W,870446,666379,1536825
11/11/2021,W,349696,286823,636519
07/27/2006,W,894993,663387,1558380
06/14/2012,W,959511,783352,1742863
06/28/2009,U,516762,469985,986747
07/27/2009,W,939982,648312,1588294
10/13/2008,W,909500,599831,1509331
09/03/2022,A,329125,291196,620321
03/30/2011,W,1022399,692860,1715259
03/24/2017,W,821828,715787,1537615
04/06/2008,U,523895,249096,772991
05/08/2004,A,628268,316493,944761
09/02/2004,W,953427,599495,1552922
08/27/2017,U,358840,336109,694949
04/25/2009,A,612802,358235,971037
07/31/2001,W,884617,596502,1481119
03/08/2001,W,1000946,611371,1612317
05/22/2022,U,221756,193002,414758
11/13/2023,W,558320,370511,928831
06/07/2004,W,975883,602548,1578431
03/20/2021,A,246067,141702,387769
03/30/2020,W,208762,96996,305758
11/11/2019,W,590714,604475,1195189
04/18/2006,W,1000958,646316,1647274
10/09/2012,W,1088484,795608,1884092
09/19/2021,U,221743,220835,442578
11/18/2010,W,984043,712787,1696830
06/27/2019,W,763256,757999,1521255
05/26/2024,U,279820,220267,500087
08/12/2023,A,370464,315090,685554
09/28/2023,W,597723,437574,1035297
05/31/2024,W,590998,410904,1001902
12/13/2005,W,984740,612377,1597117
07/08/2024,W,523371,364702,888073
02/07/2007,W,933093,593113,1526206
01/27/2019,U,258884,221081,479965
06/25/2006,U,407079,302719,709798
08/29/2007,W,961627,640436,1602063
03/19/2005,A,610862,312814,923676
08/29/2020,A,228415,120335,348750
11/17/2007,A,651609,373784,1025393
11/13/2018,W,824479,769160,1593639
06/02/2018,A,496149,437154,933303
10/07/2004,W,1065448,640106,1705554
08/21/2007,W,927597,600468,1528065
09/26/2006,W,1054882,695484,1750366
07/30/2024,W,564465,418450,982915
11/10/2007,A,699360,323757,1023117
02/07/2021,U,110637,64459,175096
04/30/2011,A,677693,452569,1130262
10/14/2008,W,1165787,704419,1870206
05/03/2005,W,1045152,610739,1655891
02/18/2001,U,388788,176855,565643
03/10/2008,W,1024901,606737,1631638
01/12/2004,W,982070,588906,1570976
07/22/2019,W,733191,716299,1449490
12/30/2024,W,447644,285475,733119
09/01/2003,U,326772,199296,526068
11/01/2019,W,798542,719267,1517809
08/06/2024,W,536195,418245,954440
05/08/2017,W,829268,722987,1552255
11/04/2022,W,489779,345651,835430
05/15/2021,A,234951,166559,401510
03/31/2016,W,832775,758014,1590789
02/03/2020,W,816538,689308,1505846
04/09/2020,W,189898,86725,276623
05/11/2005,W,908042,592526,1500568
10/06/2002,U,423210,223075,646285
05/16/2009,A,746301,406577,1152878
10/30/2020,W,334559,172445,507004
05/18/2022,W,452731,322841,775572
12/23/2008,W,742980,501283,1244263
06/21/2009,U,514773,292519,807292
09/19/2002,W,1038608,640884,1679492
03/24/2004,W,917804,565878,1483682
12/07/2019,A,472207,404394,876601
07/03/2022,U,234889,221003,455892
06/25/2011,A,672716,511370,1184086
03/17/2001,A,602158,343893,946051
06/23/2014,W,825185,726655,1551840
04/10/2021,A,212976,129831,342807
08/27/2023,U,289983,218533,508516
12/15/2019,U,348516,255659,604175
03/25/2003,W,973017,594589,1567606
11/23/2024,A,384030,340935,724965
10/28/2009,W,1091208,699543,1790751
05/23/2023,W,537810,406630,944440
01/29/2013,W,1009440,728633,1738073
07/08/2008,W,1052665,666338,1719003
11/10/2020,W,298502,153003,451505
10/11/2001,W,1025128,647937,1673065
02/04/2023,A,295858,188543,484401
04/17/2012,W,1056910,744763,1801673
11/05/2021,W,403870,312819,716689
11/07/2003,W,906629,620991,1527620
10/11/2004,W,798129,533211,1331340
04/29/2016,W,893284,815629,1708913
09/26/2015,A,598862,565634,1164496
09/04/2015,W,869966,802219,1672185
11/03/2020,W,317723,149741,467464
11/17/2019,U,340985,280372,621357
11/26/2015,U,288282,234285,522567
02/13/2009,W,1008863,643066,1651929
06/20/2014,W,813597,775063,1588660
11/03/2010,W,1067432,725866,1793298
06/17/2014,W,806325,738327,1544652
09/07/2022,W,534473,388259,922732
06/06/2020,A,184406,69622,254028
08/30/2018,W,776906,780357,1557263
09/15/2020,W,323465,166872,490337
09/29/2020,W,323062,167874,490936
05/27/2024,U,306648,205186,511834
01/15/2023,U,220389,154138,374527
04/28/2019,U,338518,289270,627788
07/25/2014,W,813032,793426,1606458
10/15/2004,W,1030816,634543,1665359
05/22/2002,W,999920,618307,1618227
04/18/2021,U,177249,112596,289845
06/12/2006,W,960901,623525,1584426
01/28/2023,A,270454,190883,461337
12/05/2016,W,841336,735184,1576520
07/24/2022,U,209703,202481,412184
03/05/2019,W,761781,692945,1454726
04/11/2014,W,953384,803062,1756446
02/12/2007,W,793846,530211,1324057
02/04/2015,W,957218,791399,1748617
10/18/2002,W,1059316,643043,1702359
09/20/2020,U,175502,101785,277287
02/03/2008,U,416661,216443,633104
11/02/2018,W,785859,754310,1540169
01/14/2010,W,1036398,641827,1678225
03/11/2023,A,326961,340919,667880
09/16/2013,W,1033555,776155,1809710
10/23/2020,W,288787,166459,455246
11/04/2012,U,486060,347411,833471
07/22/2017,A,485978,471542,957520
11/16/2008,U,459244,245130,704374
12/07/2007,W,956775,609732,1566507
08/06/2016,A,539382,467180,1006562
08/17/2008,U,539476,317781,857257
11/19/2009,W,1021173,682045,1703218
01/02/2024,W,417384,278216,695600
04/24/2022,U,192744,162462,355206
07/26/2010,W,915404,658817,1574221
10/16/2023,W,551971,374520,926491
07/03/2001,W,990209,827670,1817879
07/29/2019,W,677033,663313,1340346
12/08/2018,A,456911,399714,856625
08/06/2011,A,682517,569511,1252028
07/10/2008,W,1029219,674645,1703864
06/24/2001,U,443240,281620,724860
12/10/2022,A,301199,250406,551605
03/14/2004,U,376244,200734,576978
03/23/2017,W,802941,708026,1510967
02/27/2003,W,951569,599144,1550713
08/03/2004,W,933741,570440,1504181
10/16/2008,W,1166556,715760,1882316
01/25/2003,A,547944,259287,807231
01/30/2020,W,787640,718793,1506433
03/09/2022,W,466984,310336,777320
06/13/2013,W,1031992,761985,1793977
08/14/2024,W,566338,414324,980662
07/18/2006,W,927651,675064,1602715
09/18/2007,W,1104193,689330,1793523
12/18/2024,W,577854,382314,960168
06/02/2015,W,933346,779073,1712419
05/20/2013,W,1008704,681176,1689880
08/19/2010,W,940943,688195,1629138
06/30/2010,W,939032,726101,1665133
12/31/2002,W,792623,456865,1249488
01/12/2005,W,972407,589359,1561766
02/15/2024,W,568392,387472,955864
04/22/2012,U,448386,333024,781410
08/09/2021,W,334547,240520,575067
08/24/2013,A,632311,465546,1097857
08/25/2004,W,831352,570388,1401740
01/23/2002,W,990484,600427,1590911
01/21/2018,U,316648,259818,576466
09/08/2023,W,555213,397332,952545
03/27/2018,W,688138,684664,1372802
05/09/2017,W,827183,738712,1565895
08/25/2015,W,838405,768794,1607199
11/03/2002,U,418620,211506,630126
07/03/2011,U,546895,441925,988820
09/20/2013,W,1034561,800104,1834665
03/15/2003,A,637081,381570,1018651
03/15/2015,U,432055,362045,794100
04/24/2010,A,588835,385430,974265
05/26/2013,U,460009,336563,796572
10/12/2009,W,827772,594084,1421856
05/12/2008,W,1070403,630574,1700977
02/15/2013,W,1013485,731689,1745174
01/05/2003,U,377813,177159,554972
07/02/2019,W,732483,698347,1430830
01/12/2021,W,277882,136866,414748
05/04/2018,W,830802,736342,1567144
09/15/2017,W,871656,838001,1709657
07/18/2020,A,219217,109549,328766
01/01/2020,U,267300,255759,523059
09/13/2012,W,991316,793145,1784461
09/20/2006,W,1053131,700536,1753667
07/31/2003,W,889575,617395,1506970
02/20/2005,U,365108,192834,557942
08/29/2006,W,891705,638128,1529833
11/25/2021,U,136680,103108,239788
07/10/2011,U,487215,355799,843014
12/19/2021,U,193554,150673,344227
08/31/2004,W,899858,586695,1486553
07/10/2001,W,937066,610069,1547135
08/03/2003,U,387659,244986,632645
11/23/2015,W,877236,781545,1658781
04/20/2001,W,922082,590659,1512741
12/10/2014,W,914038,763277,1677315
09/26/2013,W,1047323,813509,1860832
08/08/2005,W,910549,590758,1501307
06/24/2009,W,937838,642145,1579983
03/22/2004,W,941254,559786,1501040
05/01/2019,W,841583,729104,1570687
11/03/2004,W,1075369,625991,1701360
10/02/2010,A,620784,423372,1044156
02/25/2006,A,580618,314037,894655
07/26/2009,U,490518,334490,825008
03/26/2017,U,340733,292995,633728
09/27/2015,U,422542,406802,829344
07/29/2022,W,430804,378849,809653
07/31/2014,W,819409,785640,1605049
03/24/2011,W,984660,671765,1656425
02/15/2001,W,1028938,613323,1642261
03/30/2002,A,616271,268843,885114
03/07/2013,W,1039889,724517,1764406
05/22/2005,U,436056,249081,685137
04/21/2021,W,313705,173325,487030
04/16/2002,W,899896,599906,1499802
01/06/2019,U,318623,260556,579179
08/28/2005,U,445633,273101,718734
08/19/2009,W,917526,624721,1542247
06/14/2008,A,785252,368109,1153361
06/23/2020,W,299680,131100,430780
11/07/2023,W,588549,424318,1012867
08/31/2018,W,773345,726643,1499988
03/31/2018,A,428294,349132,777426
11/03/2018,A,513626,428523,942149
12/23/2020,W,283137,138325,421462
03/11/2006,A,614019,386305,1000324
09/04/2020,W,339339,176834,516173
05/02/2007,W,1067338,617675,1685013
07/29/2003,W,903830,615414,1519244
02/09/2021,W,260772,137064,397836
12/05/2006,W,992857,620241,1613098
03/06/2018,W,818087,723274,1541361
02/20/2024,W,591252,389327,980579
07/13/2021,W,375230,250575,625805
04/30/2020,W,224948,79783,304731
02/21/2009,A,578539,329252,907791
04/04/2013,W,1015284,759059,1774343
02/04/2021,W,278515,147593,426108
05/06/2019,W,803622,724230,1527852
10/30/2001,W,994503,629005,1623508
10/02/2024,W,663546,452173,1115719
02/21/2007,W,1036604,631249,1667853
10/07/2022,W,497726,385824,883550
06/06/2024,W,606273,440625,1046898
06/09/2003,W,987516,590887,1578403
09/27/2001,W,1024125,642860,1666985
10/12/2010,W,1068010,736048,1804058
10/07/2001,U,404926,287483,692409
10/25/2016,W,876768,801123,1677891
09/12/2002,W,1059762,645114,1704876
05/01/2020,W,272700,89139,361839
01/18/2009,U,397317,224910,622227
08/02/2016,W,795778,779493,1575271
01/19/2020,U,256029,219005,475034
02/13/2020,W,746798,689019,1435817
05/14/2005,A,615871,324491,940362
02/02/2001,W,966701,577767,1544468
03/24/2024,U,279349,206108,485457
01/11/2021,W,262355,129615,391970
11/20/2020,W,297292,149612,446904
12/07/2015,W,898172,758242,1656414
09/04/2002,W,1087925,634665,1722590
08/20/2005,A,659629,361304,1020933
11/08/2023,W,578329,422082,1000411
07/17/2021,A,296714,245066,541780
12/14/2006,W,1007667,626704,1634371
01/20/2021,W,257638,131313,388951
08/02/2005,W,939108,600448,1539556
05/05/2017,W,840819,771492,1612311
05/10/2024,W,591810,378284,970094
09/24/2007,W,1065887,649262,1715149
02/03/2006,W,1020411,627330,1647741
01/13/2021,W,282529,140007,422536
07/06/2009,W,966889,643223,1610112
01/08/2021,W,272827,137181,410008
12/14/2001,W,982986,600798,1583784
08/30/2017,W,801205,779477,1580682
01/19/2005,W,947581,583108,1530689
10/21/2019,W,739027,727743,1466770
02/06/2005,U,413456,196102,609558
04/17/2017,W,809433,738426,1547859
02/24/2006,W,987623,615401,1603024
10/27/2008,W,1085873,677343,1763216
11/02/2020,W,301558,154284,455842
08/27/2002,W,923644,596884,1520528
02/23/2020,U,357784,260505,618289
11/01/2013,W,937537,783970,1721507
03/21/2012,W,1050000,723631,1773631
11/18/2017,A,426814,429256,856070
04/23/2010,W,996166,671480,1667646
03/01/2012,W,1075076,739664,1814740
01/13/2003,W,973653,585781,1559434
11/11/2013,W,727925,671720,1399645
04/03/2016,U,396042,345432,741474
07/13/2015,W,784509,727235,1511744
10/07/2024,W,623133,406230,1029363
06/25/2024,W,537591,390929,928520
06/05/2016,U,415836,395977,811813
11/27/2012,W,1016872,734908,1751780
11/29/2012,W,1028698,752188,1780886
12/09/2003,W,959147,594395,1553542
06/19/2023,W,384578,261569,646147
04/30/2004,W,988876,579995,1568871
12/31/2014,W,599316,642981,1242297
11/07/2012,W,1053498,782333,1835831
08/15/2011,W,936932,668224,1605156
11/05/2001,W,1057697,629864,1687561
12/11/2021,A,253954,221509,475463
09/27/2017,W,882592,796822,1679414
07/01/2004,W,953538,646062,1599600
01/03/2008,W,783950,517492,1301442
10/26/2006,W,994421,659139,1653560
01/09/2013,W,989291,697979,1687270
04/14/2017,W,692506,676016,1368522
05/10/2020,U,134047,43773,177820
10/29/2024,W,652674,444706,1097380
01/13/2022,W,364235,218508,582743
08/20/2002,W,918696,586734,1505430
12/05/2001,W,1039940,622264,1662204
01/27/2011,W,994412,685346,1679758
02/21/2004,A,585429,288901,874330
12/21/2024,A,346988,234439,581427
08/23/2018,W,751380,748147,1499527
05/10/2015,U,385323,315215,700538
06/06/2014,W,906586,796373,1702959
03/22/2002,W,961386,564876,1526262
09/20/2007,W,1085299,682588,1767887
08/14/2001,W,866757,598019,1464776
04/15/2001,U,364972,163191,528163
04/10/2004,A,568003,263036,831039
05/30/2008,W,1079526,637842,1717368
11/01/2007,W,1102515,662120,1764635
02/19/2017,U,383581,328391,711972
07/03/2014,W,856556,727253,1583809
09/08/2024,U,320438,267262,587700
01/29/2015,W,898174,760217,1658391
01/28/2009,W,1044085,653089,1697174
05/30/2022,U,235865,210421,446286
06/29/2009,W,961592,649188,1610780
07/18/2015,A,529845,515769,1045614
01/22/2010,W,1061872,642443,1704315
03/30/2008,U,442777,233663,676440
01/19/2009,W,665251,409551,1074802
01/20/2018,A,438286,449322,887608
08/05/2023,A,338701,346075,684776
07/08/2019,W,738529,696647,1435176
08/04/2005,W,941632,597051,1538683
09/25/2011,U,448547,333394,781941
07/18/2013,W,904388,720245,1624633
10/22/2021,W,446072,328904,774976
05/29/2024,W,612055,423439,1035494
