service_date,day_type,bus,rail_boardings,total_rides
02/24/2022,W,417551,290246,707797
06/11/2020,W,282597,110709,393306
11/20/2015,W,894949,812590,1707539
02/26/2024,W,560355,347691,908046
06/17/2006,A,616266,384541,1000807
10/01/2009,W,1092443,714559,1807002
10/07/2008,W,1133103,689214,1822317
06/20/2021,U,194025,158875,352900
01/26/2005,W,947433,581016,1528449
05/06/2018,U,359516,315030,674546
11/05/2011,A,686104,513654,1199758
01/16/2013,W,1000782,726032,1726814
11/04/2018,U,322036,291311,613347
10/25/2014,A,586281,500235,1086516
05/24/2009,U,511582,288558,800140
09/11/2022,U,180862,175036,355898
06/12/2021,A,265224,224185,489409
01/16/2011,U,386280,260631,646911
06/22/2014,U,452933,427533,880466
08/21/2002,W,904673,572717,1477390
07/22/2023,A,360932,312905,673837
04/22/2010,W,976688,683400,1660088
06/16/2008,W,999214,614395,1613609
07/27/2020,W,295579,144168,439747
06/05/2007,W,1067413,643474,1710887
04/01/2020,W,235503,100042,335545
03/20/2014,W,957032,786292,1743324
06/13/2005,W,973038,628857,1601895
10/04/2006,W,1026517,675804,1702321
07/25/2017,W,765040,772350,1537390
11/17/2018,A,437661,453688,891349
02/06/2022,U,179811,125211,305022
04/26/2007,W,954930,604957,1559887
11/08/2002,W,995294,646927,1642221
11/16/2017,W,831869,773696,1605565
05/19/2013,U,485211,363850,849061
10/09/2006,W,806458,572361,1378819
03/21/2011,W,1009091,661503,1670594
07/14/2001,A,629660,333365,963025
02/07/2024,W,595233,389227,984460
02/06/2013,W,1035100,739979,1775079
04/17/2020,W,205280,77935,283215
05/24/2023,W,535858,401039,936897
07/05/2016,W,769179,735491,1504670
04/09/2002,W,1013106,607047,1620153
02/16/2014,U,401088,324457,725545
09/19/2011,W,1056731,758422,1815153
04/01/2004,W,1000741,592854,1593595
11/26/2012,W,1006387,717499,1723886
05/21/2014,W,925959,790957,1716916
05/01/2012,W,1073425,743154,1816579
02/23/2015,W,857014,700742,1557756
04/08/2013,W,977325,737437,1714762
06/08/2009,W,1003036,633669,1636705
04/13/2006,W,871878,634065,1505943
12/13/2008,A,625939,350799,976738
04/27/2016,W,856722,782591,1639313
10/09/2020,W,335842,183544,519386
05/01/2005,U,406509,215144,621653
05/15/2006,W,961857,601838,1563695
10/04/2002,W,1024955,626723,1651678
08/05/2017,A,503623,546783,1050406
06/29/2005,W,871256,638601,1509857
06/11/2021,W,375533,271425,646958
12/01/2001,A,640965,307646,948611
10/13/2022,W,533103,420167,953270
05/31/2010,U,347857,243566,591423
02/14/2023,W,510605,355572,866177
10/06/2012,A,670397,522379,1192776
12/02/2011,W,1095431,757734,1853165
02/16/2019,A,438454,362613,801067
12/19/2008,W,894131,596207,1490338
11/09/2021,W,465479,324645,790124
07/01/2011,W,940403,723107,1663510
11/14/2010,U,483592,306831,790423
08/28/2023,W,567171,371199,938370
01/15/2003,W,928578,583104,1511682
07/10/2016,U,409685,397778,807463
08/01/2021,U,223161,244404,467565
11/24/2023,W,323157,227199,550356
10/16/2011,U,457725,351070,808795
04/07/2009,W,948719,636189,1584908
01/29/2001,W,953532,587052,1540584
09/21/2001,W,967583,626032,1593615
02/13/2018,W,832686,743502,1576188
06/09/2009,W,1017857,645412,1663269
07/12/2017,W,694204,702581,1396785
05/15/2001,W,1035512,633053,1668565
05/26/2007,A,556682,307727,864409
12/03/2013,W,1011416,772345,1783761
04/22/2002,W,974101,583247,1557348
06/01/2010,W,1024767,669261,1694028
06/04/2016,A,504778,462308,967086
04/07/2006,W,880902,634777,1515679
08/08/2024,W,555177,415675,970852
12/10/2008,W,1041145,640709,1681854
06/02/2019,U,370049,319334,689383
08/30/2002,W,987793,608056,1595849
07/14/2021,W,396163,262113,658276
01/25/2009,U,376302,215452,591754
05/07/2004,W,960594,591026,1551620
02/25/2015,W,905748,752497,1658245
08/19/2011,W,981727,751679,1733406
12/30/2021,W,295024,194851,489875
04/21/2012,A,656064,471715,1127779
08/05/2024,W,501014,373023,874037
04/04/2006,W,1042810,660381,1703191
03/03/2018,A,489631,400158,889789
07/05/2014,A,513494,439422,952916
05/12/2009,W,1070549,675570,1746119
03/13/2011,U,429046,284406,713452
05/23/2009,A,700549,367228,1067777
03/04/2002,W,726815,493625,1220440
08/23/2012,W,996707,730663,1727370
08/24/2016,W,751955,721826,1473781
09/08/2004,W,1050697,637961,1688658
03/02/2024,A,389713,252550,642263
08/21/2005,U,511141,292892,804033
12/31/2024,W,386206,281447,667653
04/15/2008,W,1127401,649135,1776536
10/04/2005,W,1099740,677721,1777461
04/11/2006,W,885029,628374,1513403
08/12/2022,W,430652,320260,750912
11/15/2019,W,794430,732607,1527037
10/14/2014,W,914687,814971,1729658
06/29/2011,W,966399,754551,1720950
03/31/2001,A,626223,280950,907173
01/02/2005,U,373512,183672,557184
11/28/2005,W,964783,610273,1575056
10/27/2011,W,1061301,771358,1832659
01/14/2006,A,558211,309983,868194
07/07/2009,W,977293,670829,1648122
10/10/2017,W,874192,822023,1696215
02/13/2004,W,958969,580969,1539938
10/05/2002,A,672805,338207,1011012
09/12/2023,W,603242,432403,1035645
11/12/2022,A,283958,233513,517471
07/23/2021,W,386289,298869,685158
02/21/2024,W,600241,395915,996156
01/31/2018,W,815252,729419,1544671
01/23/2005,U,345136,188044,533180
08/22/2021,U,231270,202393,433663
05/10/2023,W,544618,397870,942488
01/11/2018,W,774197,695496,1469693
01/24/2010,U,416766,239968,656734
05/15/2005,U,400447,218269,618716
03/25/2002,W,895573,544841,1440414
09/01/2022,W,526641,371181,897822
05/01/2013,W,1077184,762553,1839737
08/05/2009,W,965266,653026,1618292
01/13/2020,W,775861,699927,1475788
03/07/2005,W,814934,533210,1348144
09/10/2017,U,383625,375160,758785
05/27/2004,W,960973,583639,1544612
03/05/2013,W,915814,662182,1577996
03/05/2022,A,291281,221714,512995
07/17/2020,W,315882,161335,477217
12/18/2016,U,270767,253184,523951
10/24/2001,W,867027,625218,1492245
06/27/2023,W,496729,395754,892483
10/03/2001,W,1018388,657170,1675558
03/17/2020,W,390091,217294,607385
11/02/2023,W,579094,419780,998874
08/02/2018,W,743458,861954,1605412
11/08/2003,A,566334,320811,887145
05/14/2020,W,211894,76152,288046
06/24/2017,A,504647,482168,986815
09/24/2020,W,321314,169953,491267
05/30/2004,U,327264,185353,512617
07/28/2003,W,849172,562933,1412105
02/25/2007,U,331808,195652,527460
04/10/2024,W,604655,405524,1010179
01/24/2023,W,505791,355136,860927
10/13/2019,U,319885,522816,842701
05/31/2013,W,1044620,719350,1763970
12/13/2017,W,800995,715178,1516173
04/20/2013,A,615433,448035,1063468
06/22/2009,W,957022,623252,1580274
03/18/2024,W,535201,346463,881664
03/29/2006,W,987756,636692,1624448
10/10/2001,W,898767,637568,1536335
12/28/2005,W,711850,462580,1174430
06/06/2002,W,1044279,611344,1655623
10/19/2011,W,987878,738984,1726862
10/02/2003,W,1016259,641608,1657867
10/18/2001,W,1017434,646140,1663574
02/28/2008,W,1028392,620602,1648994
05/04/2014,U,429710,356412,786122
04/25/2010,U,387151,264966,652117
08/25/2022,W,491181,367289,858470
05/13/2011,W,1005681,728981,1734662
10/26/2021,W,476997,320974,797971
07/31/2020,W,338021,164604,502625
01/06/2001,A,577401,255356,832757
05/23/2020,A,198708,59164,257872
10/29/2005,A,646559,378146,1024705
11/05/2024,W,519574,379110,898684
02/15/2007,W,933588,604415,1538003
01/09/2015,W,715334,639901,1355235
03/22/2009,U,471865,260374,732239
05/18/2009,W,1045190,623839,1669029
11/25/2012,U,417727,304336,722063
04/19/2005,W,1011163,622316,1633479
10/01/2001,W,1069361,639795,1709156
09/05/2021,U,238982,232104,471086
05/18/2006,W,987234,653070,1640304
11/20/2002,W,1033748,630680,1664428
08/05/2012,U,520813,454682,975495
03/06/2008,W,1055418,624362,1679780
04/17/2007,W,1058244,631795,1690039
02/09/2003,U,367964,180861,548825
01/26/2001,W,965324,597039,1562363
09/29/2013,U,439655,360040,799695
06/16/2020,W,301881,114566,416447
12/24/2005,A,481238,198644,679882
06/23/2006,W,905242,639365,1544607
05/05/2021,W,346837,193605,540442
08/07/2009,W,900717,695143,1595860
03/18/2001,U,412146,194257,606403
05/20/2020,W,253916,85596,339512
04/18/2023,W,523866,378471,902337
08/02/2023,W,519583,423358,942941
01/01/2011,U,342872,239754,582626
01/11/2005,W,954938,590368,1545306
04/20/2007,W,1049980,647296,1697276
08/28/2021,A,290939,232278,523217
12/03/2021,W,460247,320326,780573
12/21/2002,A,614025,284719,898744
11/13/2009,W,1092994,693142,1786136
03/15/2008,A,645518,407380,1052898
02/12/2016,W,820833,706242,1527075
10/07/2012,U,449748,512959,962707
06/09/2011,W,925826,677601,1603427
08/26/2021,W,417416,287640,705056
02/12/2017,U,358101,296805,654906
11/12/2024,W,640199,437888,1078087
10/09/2024,W,661361,467517,1128878
03/05/2023,U,246208,156086,402294
01/24/2003,W,893501,546353,1439854
07/20/2020,W,307261,149404,456665
03/18/2013,W,971804,715696,1687500
03/08/2009,U,367983,212484,580467
03/31/2009,W,1007561,628945,1636506
04/13/2007,W,946466,621763,1568229
04/09/2005,A,645280,347387,992667
01/08/2012,U,411272,275439,686711
11/24/2021,W,359261,257882,617143
06/30/2017,W,763402,760380,1523782
09/20/2001,W,973094,646112,1619206
04/05/2006,W,1020222,654034,1674256
10/16/2018,W,856815,802082,1658897
06/14/2016,W,834141,778823,1612964
12/05/2019,W,833516,761399,1594915
10/18/2004,W,996730,609460,1606190
01/21/2014,W,855515,734096,1589611
04/27/2009,W,972593,633164,1605757
12/07/2023,W,580504,404303,984807
03/25/2022,W,431829,290569,722398
12/09/2002,W,994622,575116,1569738
04/13/2017,W,723724,745720,1469444
11/02/2014,U,416049,383910,799959
01/01/2021,U,114115,62077,176192
11/06/2017,W,866671,772803,1639474
03/20/2003,W,936654,594341,1530995
06/14/2017,W,786388,742346,1528734
11/28/2003,W,557794,344266,902060
11/22/2003,A,608476,361622,970098
11/07/2010,U,453831,305880,759711
09/18/2016,U,401077,402811,803888
05/05/2023,W,518792,367635,886427
06/08/2003,U,380953,229228,610181
06/08/2019,A,517706,469189,986895
02/21/2002,W,977261,603816,1581077
01/26/2019,A,343625,296063,639688
03/02/2020,W,785700,666046,1451746
04/16/2019,W,725056,709023,1434079
01/22/2019,W,757962,712125,1470087
03/27/2023,W,493436,320115,813551
10/01/2002,W,1098830,653561,1752391
03/19/2018,W,807848,709194,1517042
11/27/2008,U,350071,189458,539529
05/12/2001,A,649008,289167,938175
04/13/2023,W,541076,386440,927516
08/30/2014,A,581944,520855,1102799
07/27/2022,W,446320,340006,786326
01/05/2001,W,890426,557917,1448343
06/01/2015,W,942997,757975,1700972
03/18/2009,W,1051328,653127,1704455
03/12/2009,W,1039462,646252,1685714
03/15/2018,W,829652,754110,1583762
06/19/2017,W,755955,739609,1495564
09/22/2020,W,324554,166852,491406
07/22/2020,W,306629,152652,459281
10/11/2023,W,598019,442594,1040613
01/01/2007,U,326042,219953,545995
05/01/2024,W,644438,416920,1061358
01/16/2018,W,779194,710906,1490100
05/09/2023,W,548033,396388,944421
03/04/2019,W,699086,635353,1334439
08/29/2010,U,471725,334378,806103
05/31/2007,W,997007,612977,1609984
08/08/2002,W,945096,589840,1534936
10/16/2021,A,301890,266017,567907
07/05/2003,A,549605,363309,912914
09/14/2018,W,841332,833730,1675062
12/26/2005,U,437677,224784,662461
12/24/2017,U,275937,205801,481738
10/23/2022,U,239284,189552,428836
06/06/2005,W,1012097,619504,1631601
06/19/2008,W,1037717,659852,1697569
03/30/2014,U,432880,379220,812100
07/01/2018,U,353385,329670,683055
11/25/2001,U,373755,186416,560171
03/11/2024,W,567851,351801,919652
01/30/2010,A,636005,358140,994145
10/24/2019,W,790853,766559,1557412
09/24/2023,U,290336,234578,524914
08/11/2018,A,498035,485775,983810
04/15/2004,W,864352,601171,1465523
10/17/2024,W,650082,466090,1116172
11/28/2023,W,522935,368618,891553
01/27/2013,U,360109,261812,621921
06/16/2017,W,785270,739069,1524339
01/04/2007,W,814984,548904,1363888
07/16/2008,W,1063054,651228,1714282
08/23/2013,W,932928,715975,1648903
09/07/2005,W,1090847,664041,1754888
11/09/2020,W,308098,157126,465224
11/24/2017,W,503847,415069,918916
08/23/2011,W,914499,688649,1603148
11/02/2019,A,467877,381954,849831
09/23/2009,W,1102842,718424,1821266
04/30/2001,W,1008390,600424,1608814
12/13/2009,U,457587,265706,723293
09/12/2007,W,1090043,680733,1770776
12/31/2013,W,595963,565346,1161309
08/19/2007,U,384648,241159,625807
12/07/2017,W,794129,741934,1536063
02/13/2010,A,641619,385945,1027564
11/23/2002,A,631388,353053,984441
03/15/2023,W,535449,367880,903329
04/06/2009,W,878367,593691,1472058
05/14/2011,A,574990,412250,987240
05/04/2024,A,418067,299808,717875
11/05/2003,W,1015157,639104,1654261
08/20/2007,W,869663,597026,1466689
06/07/2007,W,1041490,656169,1697659
08/06/2013,W,914261,698763,1613024
03/24/2006,W,978424,597943,1576367
08/25/2014,W,787836,712661,1500497
12/26/2004,U,327069,152351,479420
11/06/2014,W,941564,821892,1763456
04/03/2012,W,972756,720709,1693465
12/29/2010,W,731000,513271,1244271
06/23/2003,W,855955,568379,1424334
03/01/2001,W,1051889,618440,1670329
03/17/2012,A,755574,708351,1463925
12/16/2008,W,906945,632719,1539664
01/21/2007,U,364130,214796,578926
02/17/2020,W,567523,502927,1070450
03/02/2011,W,1038790,702291,1741081
09/07/2001,W,1070339,659824,1730163
04/13/2015,W,908654,767492,1676146
01/16/2023,W,295880,196321,492201
04/30/2005,A,635054,315323,950377
01/04/2024,W,460277,317437,777714
11/20/2011,U,456466,328721,785187
07/10/2024,W,560627,409640,970267
12/12/2017,W,783312,709949,1493261
08/27/2011,A,691082,463528,1154610
04/23/2003,W,923474,613127,1536601
04/07/2014,W,913081,753038,1666119
04/25/2004,U,373444,218019,591463
02/05/2016,W,785587,731495,1517082
02/09/2007,W,944364,582089,1526453
06/09/2001,A,639444,358013,997457
11/01/2020,U,149896,85934,235830
12/09/2019,W,786431,690443,1476874
09/28/2007,W,1080223,680820,1761043
03/14/2003,W,1009566,615377,1624943
10/26/2003,U,395925,231808,627733
04/29/2023,A,331120,224434,555554
05/04/2012,W,1054307,778105,1832412
04/03/2024,W,572710,395413,968123
08/14/2008,W,993155,638565,1631720
10/30/2003,W,1006074,652674,1658748
01/01/2003,U,325478,169985,495463
04/06/2020,W,199323,89714,289037
04/25/2019,W,820219,770006,1590225
11/08/2001,W,1004574,636400,1640974
03/11/2020,W,767610,660739,1428349
07/13/2011,W,968000,712673,1680673
08/11/2012,A,634529,525198,1159727
06/05/2006,W,1005516,625171,1630687
11/09/2022,W,524300,382075,906375
09/22/2010,W,1038052,751724,1789776
01/27/2001,A,590836,268078,858914
08/05/2021,W,401248,283716,684964
03/24/2020,W,220319,105312,325631
01/04/2005,W,972798,559563,1532361
04/27/2002,A,513069,272746,785815
02/14/2002,W,1014122,609706,1623828
02/22/2016,W,869531,745072,1614603
12/22/2017,W,727262,586190,1313452
02/06/2018,W,783522,708071,1491593
06/05/2019,W,817943,764911,1582854
04/06/2018,W,792532,721169,1513701
07/09/2023,U,281445,205204,486649
10/30/2011,U,433281,318565,751846
01/20/2017,W,798511,731616,1530127
02/15/2019,W,754152,687932,1442084
08/29/2015,A,520511,468675,989186
06/02/2022,W,492400,355544,847944
06/20/2013,W,974707,724184,1698891
12/31/2023,U,250204,187144,437348
09/24/2021,W,463710,365392,829102
02/19/2022,A,228190,179991,408181
02/25/2020,W,781725,693749,1475474
03/12/2024,W,599389,411314,1010703
02/09/2001,W,970826,593354,1564180
10/17/2014,W,949303,844701,1794004
10/22/2003,W,1003925,640420,1644345
11/27/2023,W,505729,325992,831721
09/26/2014,W,957961,814285,1772246
02/19/2020,W,804097,707598,1511695
01/02/2021,A,186877,91034,277911
10/30/2022,U,217204,177961,395165
05/22/2016,U,393684,357897,751581
07/31/2011,U,491214,372586,863800
05/21/2018,W,709633,669968,1379601
08/24/2020,W,295919,152126,448045
09/22/2014,W,947353,819134,1766487
12/01/2006,W,912314,629776,1542090
04/07/2004,W,975244,592042,1567286
08/20/2021,W,399149,298535,697684
12/07/2009,W,1034149,643604,1677753
08/03/2008,U,549191,403165,952356
02/01/2002,W,954707,585087,1539794
09/02/2018,U,393446,368715,762161
02/02/2013,A,554095,378484,932579
07/13/2006,W,922492,644488,1566980
11/01/2005,W,1104565,668971,1773536
06/17/2013,W,969085,692856,1661941
03/06/2005,U,451472,218330,669802
09/22/2015,W,947566,842632,1790198
10/22/2012,W,1003315,769024,1772339
08/07/2007,W,930259,609984,1540243
12/10/2003,W,945145,597600,1542745
01/05/2012,W,841665,652474,1494139
09/04/2023,U,293106,220411,513517
01/19/2022,W,373531,235997,609528
08/15/2010,U,507105,359893,866998
08/20/2006,U,481484,321400,802884
09/06/2020,U,161152,98132,259284
11/28/2018,W,804497,749760,1554257
08/14/2019,W,708180,698339,1406519
07/10/2015,W,858745,851630,1710375
03/23/2008,U,401640,192284,593924
04/29/2001,U,423377,200002,623379
02/07/2022,W,405768,257867,663635
06/01/2013,A,631022,445218,1076240
02/19/2010,W,1030451,658459,1688910
12/20/2013,W,885107,706214,1591321
10/05/2009,W,1110701,690993,1801694
04/26/2014,A,580601,499576,1080177
03/21/2013,W,999714,729901,1729615
07/06/2005,W,926125,590642,1516767
01/02/2018,W,507648,514174,1021822
01/09/2009,W,985250,625043,1610293
04/22/2005,W,926157,588764,1514921
06/15/2021,W,372531,238872,611403
05/23/2021,U,184730,129720,314450
03/21/2019,W,795501,719946,1515447
09/07/2024,A,409867,335343,745210
11/25/2019,W,810928,721624,1532552
07/08/2014,W,836929,725372,1562301
03/02/2007,W,961731,596551,1558282
08/13/2011,A,627401,457851,1085252
07/07/2004,W,885461,568101,1453562
07/06/2022,W,438241,315347,753588
03/01/2017,W,863043,742729,1605772
01/19/2015,W,597347,502376,1099723
08/08/2021,U,223653,187344,410997
07/06/2006,W,925381,678340,1603721
09/14/2001,W,1034666,613645,1648311
04/09/2008,W,1092341,646940,1739281
04/27/2008,U,481571,225896,707467
10/13/2005,W,1068998,665605,1734603
06/04/2013,W,1044555,716102,1760657
10/15/2007,W,1087003,651751,1738754
11/21/2005,W,1023750,627654,1651404
08/15/2022,W,422612,312773,735385
06/29/2022,W,448310,350300,798610
06/07/2024,W,538174,384835,923009
10/15/2019,W,844826,788101,1632927
08/28/2006,W,792601,587722,1380323
06/29/2024,A,426204,296659,722863
07/09/2004,W,869159,560395,1429554
01/10/2014,W,872079,725812,1597891
12/05/2012,W,1054367,754701,1809068
05/30/2014,W,934382,782522,1716904
04/25/2011,W,970581,685301,1655882
08/01/2007,W,974958,643448,1618406
01/30/2014,W,902855,751471,1654326
11/01/2012,W,1092827,795031,1887858
05/29/2011,U,392008,306407,698415
04/25/2002,W,1000933,626040,1626973
06/26/2006,W,852939,626802,1479741
02/05/2012,U,462359,289438,751797
08/10/2002,A,667701,340015,1007716
08/30/2010,W,960273,673150,1633423
01/28/2018,U,320779,268995,589774
11/24/2010,W,898974,621938,1520912
07/09/2013,W,928137,708853,1636990
11/01/2024,W,618998,381782,1000780
06/30/2003,W,884729,611874,1496603
04/08/2021,W,302569,171140,473709
09/09/2018,U,361946,329445,691391
08/21/2019,W,732929,724089,1457018
09/17/2001,W,919985,609381,1529366
06/28/2011,W,974240,768178,1742418
10/02/2007,W,1129578,669817,1799395
11/28/2013,U,316200,238112,554312
01/15/2012,U,402980,276691,679671
06/11/2007,W,1000007,645161,1645168
08/08/2022,W,381427,286194,667621
01/19/2018,W,784287,701290,1485577
08/11/2007,A,710009,379200,1089209
03/21/2018,W,815911,715243,1531154
10/28/2001,U,405374,208481,613855
05/26/2022,W,467853,332069,799922
12/25/2014,U,238015,159831,397846
10/25/2018,W,846179,802796,1648975
01/06/2007,A,580851,305019,885870
12/13/2024,W,521773,360766,882539
12/01/2010,W,999878,678039,1677917
06/14/2009,U,519510,372743,892253
10/14/2023,A,338320,266624,604944
04/15/2024,W,588349,369259,957608
01/07/2017,A,362508,319746,682254
12/16/2005,W,952574,605734,1558308
04/24/2020,W,225498,78966,304464
02/13/2012,W,882797,653118,1535915
11/09/2008,U,475132,267029,742161
02/03/2010,W,1114266,661280,1775546
08/22/2022,W,484550,322408,806958
11/16/2015,W,908305,797597,1705902
02/21/2005,W,723673,445742,1169415
01/16/2020,W,774375,715978,1490353
10/18/2012,W,1059957,806783,1866740
04/12/2011,W,1036334,717458,1753792
07/11/2017,W,771348,735051,1506399
06/17/2019,W,739714,684609,1424323
12/12/2003,W,912540,575833,1488373
06/30/2002,U,441101,309418,750519
07/04/2015,A,508110,545727,1053837
09/02/2010,W,964759,679832,1644591
01/05/2016,W,846789,727716,1574505
09/25/2006,W,1041474,666046,1707520
03/03/2014,W,900837,709629,1610466
09/18/2008,W,1169932,739141,1909073
10/21/2003,W,958546,644683,1603229
03/11/2015,W,955083,778171,1733254
06/23/2008,W,1019631,625987,1645618
10/25/2004,W,1026913,612489,1639402
05/28/2009,W,1038163,663980,1702143
11/04/2007,U,491005,224395,715400
03/06/2020,W,767084,655010,1422094
04/24/2012,W,1003275,750511,1753786
03/15/2006,W,1005800,632700,1638500
12/09/2021,W,441609,310636,752245
12/05/2023,W,556584,384481,941065
12/12/2023,W,556451,378617,935068
04/13/2016,W,850705,796616,1647321
04/27/2011,W,960037,712176,1672213
09/30/2003,W,1000725,637394,1638119
03/13/2006,W,968366,609970,1578336
12/11/2015,W,912854,801907,1714761
06/29/2001,W,996694,666587,1663281
12/17/2009,W,995849,624996,1620845
07/11/2021,U,189913,165360,355273
01/13/2010,W,1031317,632953,1664270
04/26/2005,W,1002029,620181,1622210
03/29/2004,W,949103,573929,1523032
01/10/2001,W,984884,602052,1586936
12/15/2015,W,884506,755882,1640388
02/22/2001,W,986399,606302,1592701
03/07/2019,W,790299,711428,1501727
06/11/2011,A,639456,452885,1092341
12/23/2017,A,438917,324065,762982
09/30/2009,W,1092412,723123,1815535
12/24/2006,U,391926,175847,567773
05/10/2001,W,1018705,614067,1632772
04/01/2001,U,417716,192717,610433
08/05/2014,W,824134,737875,1562009
07/19/2009,U,493670,311785,805455
07/23/2015,W,844483,783822,1628305
02/07/2011,W,996782,693321,1690103
07/08/2003,W,846175,579733,1425908
10/26/2004,W,1022142,621378,1643520
04/16/2001,W,859713,564614,1424327
05/27/2020,W,258713,86518,345231
07/22/2009,W,973865,654420,1628285
05/13/2003,W,981698,602563,1584261
03/04/2020,W,815420,699192,1514612
10/26/2018,W,842904,777822,1620726
06/01/2002,A,667264,371223,1038487
10/04/2016,W,919088,799529,1718617
10/01/2004,W,1093423,654384,1747807
07/26/2020,U,163332,90069,253401
08/21/2013,W,894827,704103,1598930
08/02/2001,W,790639,549367,1340006
05/12/2018,A,440554,392468,833022
08/26/2010,W,978212,694660,1672872
12/15/2021,W,441500,299691,741191
04/27/2020,W,230903,77830,308733
11/04/2019,W,848867,749735,1598602
01/26/2021,W,233767,127803,361570
11/13/2007,W,1095253,660671,1755924
07/26/2019,W,728460,713766,1442226
10/26/2008,U,492388,269253,761641
05/01/2008,W,1129443,680679,1810122
01/25/2010,W,1039778,645886,1685664
03/31/2004,W,943445,579344,1522789
02/13/2015,W,911949,740559,1652508
03/28/2006,W,981183,619650,1600833
07/30/2019,W,744356,721545,1465901
10/12/2017,W,870996,810442,1681438
09/26/2008,W,1090515,708141,1798656
02/01/2017,W,883845,750500,1634345
10/18/2010,W,1038903,717627,1756530
05/04/2001,W,1046692,621087,1667779
02/25/2001,U,351637,172132,523769
07/14/2006,W,889540,669868,1559408
11/14/2006,W,1047208,669094,1716302
10/19/2003,U,422713,241241,663954
01/06/2002,U,370508,177606,548114
08/03/2019,A,497883,512548,1010431
09/24/2013,W,1041341,805859,1847200
07/19/2010,W,927114,681084,1608198
07/29/2010,W,933636,684987,1618623
03/15/2017,W,822423,748703,1571126
02/20/2017,W,623736,557822,1181558
07/26/2015,U,419005,402975,821980
05/06/2004,W,994277,614497,1608774
03/12/2023,U,215765,159274,375039
06/23/2021,W,362682,239858,602540
06/28/2022,W,445097,348827,793924
10/25/2005,W,1034930,653259,1688189
06/24/2022,W,429666,353308,782974
12/02/2016,W,882063,780569,1662632
05/02/2010,U,458651,314736,773387
08/10/2016,W,777389,765854,1543243
10/07/2013,W,1033503,748714,1782217
02/02/2008,A,627807,320544,948351
04/12/2015,U,410420,332334,742754
12/07/2004,W,948268,587165,1535433
01/26/2002,A,611356,283489,894845
12/20/2016,W,758686,668762,1427448
08/02/2002,W,1004199,612785,1616984
01/12/2017,W,777149,714212,1491361
01/18/2010,W,672311,416744,1089055
07/11/2019,W,761712,767177,1528889
02/02/2021,W,288369,146050,434419
11/16/2006,W,998140,658701,1656841
10/15/2013,W,1005851,764848,1770699
01/09/2010,A,550886,310265,861151
10/24/2022,W,499098,342781,841879
01/22/2022,A,213615,153452,367067
11/12/2007,W,843086,551847,1394933
04/27/2012,W,1026691,745495,1772186
04/02/2014,W,952475,784201,1736676
12/12/2018,W,809305,727070,1536375
10/11/2018,W,860410,817569,1677979
08/07/2014,W,827473,745930,1573403
02/08/2003,A,563430,270521,833951
08/13/2018,W,705028,681926,1386954
07/28/2001,A,607195,357848,965043
05/19/2005,W,951340,593341,1544681
01/18/2007,W,982237,620579,1602816
03/03/2015,W,904439,735951,1640390
06/01/2023,W,544178,393187,937365
07/28/2023,W,446842,334517,781359
09/22/2022,W,530009,398846,928855
