service_date,day_type,bus,rail_boardings,total_rides
08/12/2020,W,313739,146680,460419
11/21/2008,W,1087614,657879,1745493
12/02/2010,W,1008349,688764,1697113
09/27/2004,W,1027685,636750,1664435
09/01/2019,U,379610,357032,736642
10/16/2014,W,959217,848014,1807231
10/27/2020,W,299100,158973,458073
11/15/2010,W,1013081,704470,1717551
04/09/2018,W,773663,708735,1482398
01/31/2019,W,282336,243912,526248
09/29/2017,W,898739,811721,1710460
01/23/2011,U,375396,253697,629093
04/29/2020,W,205453,74942,280395
11/24/2006,W,628700,393228,1021928
07/17/2001,W,920250,625940,1546190
04/15/2022,W,367610,276605,644215
08/01/2017,W,789859,773470,1563329
07/15/2024,W,514909,360359,875268
01/23/2019,W,764136,718899,1483035
11/14/2009,A,694924,410234,1105158
05/12/2005,W,976440,605243,1581683
12/03/2023,U,268845,172945,441790
11/23/2020,W,283365,138635,422000
01/05/2023,W,384238,292708,676946
02/01/2014,A,497989,405961,903950
09/21/2018,W,829287,806274,1635561
04/29/2008,W,1091930,652034,1743964
01/25/2006,W,980770,634664,1615434
11/18/2001,U,414683,201199,615882
04/24/2015,W,912926,782626,1695552
07/16/2022,A,306271,295499,601770
12/12/2011,W,988026,673314,1661340
10/08/2010,W,1060557,753053,1813610
01/09/2020,W,758063,679244,1437307
04/20/2022,W,453943,322677,776620
10/06/2015,W,967808,831137,1798945
03/28/2009,A,582316,331568,913884
09/09/2011,W,1049654,754824,1804478
07/27/2016,W,789537,831925,1621462
04/13/2019,A,473087,417501,890588
11/02/2017,W,864434,794788,1659222
09/23/2024,W,613582,407176,1020758
06/01/2022,W,496766,346924,843690
02/08/2006,W,977974,629155,1607129
03/30/2001,W,978244,590403,1568647
02/10/2012,W,982329,715473,1697802
08/08/2013,W,912994,702001,1614995
02/28/2003,W,1011530,597504,1609034
09/07/2014,U,427686,395246,822932
06/18/2004,W,945720,600582,1546302
03/27/2008,W,986130,588572,1574702
08/27/2024,W,583649,409119,992768
02/19/2011,A,675487,431010,1106497
09/21/2014,U,417931,387673,805604
10/30/2010,A,653147,447410,1100557
03/25/2016,W,722960,650870,1373830
10/29/2007,W,1049394,639837,1689231
06/18/2002,W,996706,619540,1616246
02/07/2020,W,778480,676805,1455285
11/16/2024,A,399551,316374,715925
10/29/2020,W,304342,165360,469702
07/17/2016,U,372190,409174,781364
12/10/2019,W,770888,697269,1468157
09/15/2006,W,1060398,729995,1790393
11/08/2007,W,1058758,663386,1722144
04/22/2018,U,348195,294515,642710
04/22/2009,W,1040599,679753,1720352
04/03/2004,A,633629,304787,938416
07/14/2011,W,963077,746693,1709770
01/12/2001,W,1018985,605252,1624237
06/11/2012,W,985578,726731,1712309
04/10/2013,W,960903,717466,1678369
12/19/2012,W,965895,691879,1657774
06/16/2023,W,453530,361553,815083
01/23/2004,W,903734,550366,1454100
02/12/2010,W,886702,608456,1495158
12/18/2019,W,734493,658439,1392932
04/22/2023,A,329493,240134,569627
12/18/2002,W,939870,571921,1511791
04/24/2013,W,952859,736305,1689164
07/25/2023,W,508517,383391,891908
11/19/2018,W,803920,740162,1544082
04/23/2023,U,245927,174185,420112
07/02/2007,W,955129,644079,1599208
10/13/2002,U,407917,323103,731020
04/08/2012,U,429398,289618,719016
10/20/2009,W,1095869,709084,1804953
04/12/2008,A,664161,302616,966777
08/02/2024,W,540073,474521,1014594
06/24/2002,W,884749,597643,1482392
01/03/2013,W,857744,620104,1477848
06/14/2011,W,1009778,739810,1749588
02/05/2023,U,228506,147681,376187
12/22/2006,W,906201,529373,1435574
02/24/2012,W,989267,712507,1701774
08/18/2022,W,447149,343155,790304
06/22/2021,W,376511,256084,632595
02/09/2008,A,627412,319751,947163
09/06/2002,W,1082951,634809,1717760
11/15/2005,W,1001890,644740,1646630
03/09/2009,W,1073249,638209,1711458
11/29/2015,U,365314,312990,678304
05/21/2016,A,513934,460385,974319
04/02/2016,A,492072,406616,898688
05/14/2001,W,963027,581644,1544671
04/11/2010,U,440552,289141,729693
11/25/2018,U,285466,246992,532458
09/22/2016,W,897609,814897,1712506
11/01/2008,A,734026,385865,1119891
10/18/2008,A,766941,425998,1192939
10/19/2020,W,300842,158006,458848
07/24/2013,W,928256,713067,1641323
01/08/2013,W,975824,687261,1663085
04/22/2019,W,767623,692515,1460138
08/10/2022,W,455381,346182,801563
10/01/2003,W,1051684,644239,1695923
05/14/2016,A,497514,455838,953352
09/09/2003,W,1030074,632686,1662760
11/13/2002,W,1035982,635224,1671206
08/09/2007,W,921233,610768,1532001
08/15/2003,W,873580,602111,1475691
12/20/2011,W,951363,656796,1608159
04/24/2014,W,893970,794395,1688365
05/09/2006,W,1004081,650430,1654511
08/26/2023,A,361538,273589,635127
06/07/2003,A,634650,354198,988848
11/21/2007,W,933046,578739,1511785
11/24/2015,W,898177,805812,1703989
07/06/2021,W,378230,255296,633526
02/11/2020,W,819275,717350,1536625
03/31/2010,W,901476,645780,1547256
06/01/2021,W,349451,221402,570853
12/03/2010,W,985527,691211,1676738
09/21/2017,W,859255,788217,1647472
09/07/2018,W,814560,796057,1610617
02/04/2024,U,274654,168339,442993
09/25/2016,U,394810,380403,775213
05/30/2006,W,945888,632333,1578221
11/19/2023,U,278346,201431,479777
10/31/2018,W,840619,776366,1616985
08/14/2012,W,952867,719794,1672661
04/15/2015,W,904861,796244,1701105
06/29/2014,U,428350,534327,962677
09/21/2022,W,537697,392818,930515
05/10/2021,W,317899,175820,493719
08/16/2011,W,945179,688071,1633250
06/02/2004,W,995228,605193,1600421
10/18/2003,A,633461,362376,995837
04/21/2019,U,330270,276935,607205
02/18/2017,A,512205,447059,959264
07/14/2015,W,836909,760527,1597436
07/04/2002,U,441126,279204,720330
06/13/2009,A,619909,429667,1049576
02/01/2006,W,1035412,641676,1677088
06/24/2021,W,345186,240440,585626
04/14/2020,W,196277,79616,275893
08/25/2007,A,660678,362365,1023043
07/09/2015,W,856253,834100,1690353
12/08/2009,W,1031237,661097,1692334
11/02/2024,A,410559,281277,691836
08/18/2001,A,569201,296970,866171
10/07/2017,A,484231,469808,954039
02/14/2024,W,595347,397294,992641
03/20/2005,U,416015,208726,624741
03/10/2022,W,444721,310435,755156
09/09/2024,W,618371,405350,1023721
11/16/2016,W,884662,801320,1685982
07/17/2011,U,487492,390269,877761
06/23/2011,W,918605,692002,1610607
10/18/2024,W,627426,413404,1040830
11/17/2013,U,343928,316525,660453
08/28/2014,W,867478,773821,1641299
12/21/2016,W,770713,665402,1436115
12/16/2013,W,856591,697993,1554584
07/05/2019,W,593204,492198,1085402
09/20/2016,W,895184,826518,1721702
02/25/2011,W,1015416,691267,1706683
05/14/2018,W,742924,686671,1429595
05/16/2024,W,601542,434466,1036008
11/07/2005,W,1060057,648893,1708950
10/21/2013,W,972502,778456,1750958
06/22/2010,W,916810,666558,1583368
12/07/2013,A,523861,455354,979215
07/28/2008,W,996509,622637,1619146
10/28/2016,W,894311,918735,1813046
07/08/2006,A,625575,423300,1048875
02/09/2015,W,936475,750136,1686611
12/23/2009,W,778855,498841,1277696
08/15/2014,W,820884,749693,1570577
07/13/2002,A,624850,324416,949266
03/06/2012,W,1084176,744478,1828654
01/10/2021,U,145412,71867,217279
06/17/2016,W,832088,818467,1650555
01/23/2022,U,149802,112997,262799
07/08/2017,A,517165,518674,1035839
12/15/2014,W,871449,725989,1597438
09/27/2006,W,1035426,690413,1725839
04/05/2001,W,973118,606535,1579653
03/29/2010,W,852199,601592,1453791
09/29/2024,U,312714,246922,559636
09/25/2018,W,843206,813982,1657188
07/24/2010,A,571189,416540,987729
05/12/2011,W,1026861,739195,1766056
09/23/2019,W,832762,766712,1599474
07/02/2017,U,398108,364979,763087
05/12/2016,W,849532,775198,1624730
03/09/2005,W,996362,598004,1594366
06/12/2003,W,969572,604883,1574455
07/23/2006,U,446438,284632,731070
12/20/2014,A,537820,436322,974142
01/24/2015,A,538766,415123,953889
07/07/2007,A,640418,398525,1038943
01/26/2013,A,560544,393542,954086
04/24/2009,W,1084984,679180,1764164
02/18/2006,A,450578,265649,716227
09/11/2005,U,460444,257201,717645
09/17/2023,U,252015,219746,471761
06/07/2018,W,821694,798516,1620210
04/14/2013,U,450337,351742,802079
06/26/2008,W,1052301,685526,1737827
03/01/2006,W,1020267,627527,1647794
02/01/2020,A,449112,325925,775037
12/03/2006,U,375419,224761,600180
08/15/2020,A,215071,107720,322791
01/01/2013,U,338644,276167,614811
04/06/2007,W,822387,508529,1330916
03/21/2015,A,566447,447493,1013940
07/15/2013,W,904464,683553,1588017
03/08/2010,W,1013812,651269,1665081
06/13/2016,W,827684,760210,1587894
05/10/2016,W,827322,761469,1588791
02/01/2001,W,1054608,615268,1669876
11/02/2004,W,913103,577460,1490563
01/19/2019,A,337080,312424,649504
02/11/2024,U,277432,165836,443268
07/21/2021,W,392548,274123,666671
01/26/2003,U,335046,168783,503829
11/25/2022,W,305747,216040,521787
11/10/2022,W,534931,396488,931419
08/01/2004,U,455048,251600,706648
01/29/2009,W,1040926,648114,1689040
05/28/2023,U,273385,247157,520542
03/08/2016,W,902888,781301,1684189
05/28/2012,U,463763,362808,826571
04/20/2016,W,774694,745040,1519734
12/04/2008,W,1063682,651130,1714812
08/25/2019,U,395847,327749,723596
12/24/2024,W,341225,181487,522712
06/29/2006,W,899339,667597,1566936
06/04/2014,W,879397,762035,1641432
07/13/2008,U,553236,291565,844801
03/08/2003,A,550093,274523,824616
07/12/2021,W,363268,237710,600978
06/18/2005,A,636265,346258,982523
08/29/2005,W,921906,612444,1534350
06/10/2017,A,525084,558726,1083810
10/16/2002,W,1036205,645880,1682085
04/23/2008,W,1055157,650232,1705389
10/31/2022,W,454862,318942,773804
01/06/2013,U,399770,264957,664727
05/31/2019,W,817633,738322,1555955
12/12/2015,A,541305,491199,1032504
03/16/2002,A,615103,342098,957201
04/07/2003,W,873605,565391,1438996
07/27/2011,W,926794,697817,1624611
11/24/2008,W,1060943,638066,1699009
09/26/2020,A,239686,136388,376074
11/05/2017,U,359176,312232,671408
03/20/2024,W,584856,392077,976933
08/25/2024,U,325668,239814,565482
11/30/2022,W,471180,342095,813275
01/05/2007,W,862748,569322,1432070
10/13/2015,W,947941,873747,1821688
03/02/2013,A,641791,407706,1049497
03/09/2012,W,1037776,718371,1756147
03/26/2015,W,925361,736687,1662048
05/03/2011,W,1063059,708526,1771585
10/30/2017,W,837676,753860,1591536
03/24/2009,W,1023641,616038,1639679
03/28/2010,U,413535,260956,674491
12/02/2012,U,484623,350433,835056
03/02/2006,W,986927,620235,1607162
04/05/2015,U,393690,327292,720982
12/17/2011,A,615724,436091,1051815
10/11/2010,W,824834,627449,1452283
06/18/2022,A,316980,307051,624031
07/15/2015,W,859672,775047,1634719
12/27/2017,W,466856,416016,882872
08/02/2017,W,771256,811636,1582892
12/25/2010,U,233266,128261,361527
10/15/2022,A,325294,272080,597374
03/20/2008,W,955273,600735,1556008
12/13/2001,W,990166,610845,1601011
02/02/2022,W,252363,189573,441936
12/15/2008,W,899917,564467,1464384
03/14/2019,W,777417,726502,1503919
01/10/2012,W,1019667,698468,1718135
02/03/2015,W,947457,806148,1753605
07/08/2013,W,863581,664506,1528087
12/13/2006,W,1020619,640224,1660843
04/10/2016,U,345627,301954,647581
09/21/2015,W,935471,837061,1772532
02/22/2015,U,378733,299663,678396
09/07/2010,W,1067665,723135,1790800
08/20/2024,W,521241,361335,882576
02/03/2002,U,401958,180019,581977
10/08/2015,W,959798,851423,1811221
04/30/2016,A,474138,416588,890726
09/01/2015,W,909864,799606,1709470
09/17/2007,W,1080112,675627,1755739
04/14/2018,A,417189,374923,792112
01/07/2004,W,851011,536299,1387310
07/30/2022,A,304052,327388,631440
06/11/2006,U,424510,267884,692394
12/28/2021,W,267102,174336,441438
07/03/2009,U,791721,711335,1503056
02/02/2018,W,706351,657689,1364040
02/26/2002,W,933204,587918,1521122
05/12/2023,W,481927,328362,810289
09/14/2019,A,498571,487396,985967
06/24/2013,W,920436,699721,1620157
05/22/2021,A,265066,188124,453190
06/26/2017,W,738507,722154,1460661
01/07/2009,W,991858,606481,1598339
04/16/2007,W,1057373,622244,1679617
07/27/2008,U,520244,291389,811633
12/04/2014,W,939372,804113,1743485
02/08/2022,W,431086,280312,711398
06/02/2021,W,356620,222827,579447
09/03/2003,W,1059974,650319,1710293
09/02/2011,W,1001837,741985,1743822
09/20/2023,W,599268,447165,1046433
12/13/2012,W,999296,727540,1726836
06/08/2004,W,985865,627174,1613039
04/05/2022,W,482775,326164,808939
02/01/2018,W,824632,724399,1549031
09/05/2019,W,853186,800432,1653618
08/16/2022,W,445900,335456,781356
10/14/2024,W,486971,384342,871313
04/25/2014,W,936028,797851,1733879
09/18/2020,W,329339,179021,508360
04/08/2003,W,947482,599769,1547251
02/01/2005,W,1050914,598684,1649598
12/22/2022,W,334740,211520,546260
10/22/2017,U,344543,320608,665151
04/19/2022,W,461501,324667,786168
08/09/2018,W,725134,727089,1452223
04/13/2011,W,1040300,721206,1761506
02/06/2023,W,489061,304675,793736
10/22/2006,U,389726,375938,765664
05/16/2001,W,995884,627978,1623862
11/16/2001,W,1046467,623566,1670033
08/25/2020,W,306720,156020,462740
02/17/2014,W,695931,594339,1290270
07/10/2002,W,941513,591208,1532721
03/26/2005,A,550378,266697,817075
06/18/2021,W,362823,272803,635626
06/20/2011,W,863375,666828,1530203
04/10/2009,W,866040,562197,1428237
11/28/2006,W,1030255,648239,1678494
12/31/2009,W,750868,461311,1212179
12/12/2024,W,481459,350852,832311
06/10/2023,A,379556,320326,699882
04/28/2005,W,945137,604452,1549589
09/23/2012,U,494049,373413,867462
12/09/2023,A,369433,283097,652530
05/02/2011,W,1040468,694159,1734627
09/20/2005,W,1091052,685957,1777009
11/18/2023,A,348044,315864,663908
04/04/2022,W,457452,291019,748471
01/20/2002,U,374069,180903,554972
12/13/2018,W,804783,738003,1542786
08/19/2003,W,853603,577418,1431021
03/12/2014,W,868232,746895,1615127
06/25/2017,U,390267,513970,904237
10/21/2002,W,1057968,632256,1690224
06/03/2004,W,1037077,597741,1634818
12/30/2003,W,725126,474545,1199671
07/15/2001,U,420137,241827,661964
07/16/2023,U,281420,234238,515658
10/29/2012,W,1035050,759113,1794163
04/24/2008,W,1021163,649514,1670677
01/29/2016,W,863548,751090,1614638
01/14/2017,A,429614,363554,793168
09/24/2002,W,1055580,664958,1720538
02/03/2019,U,322488,250724,573212
01/20/2016,W,856911,758524,1615435
11/01/2023,W,576336,410084,986420
03/11/2017,A,459826,493451,953277
03/27/2003,W,969195,593676,1562871
07/26/2007,W,919288,624338,1543626
01/07/2011,W,927173,622084,1549257
12/25/2016,U,199220,131542,330762
12/16/2010,W,919713,644539,1564252
01/11/2007,W,967218,602194,1569412
07/08/2001,U,439513,256208,695721
10/04/2008,A,778642,387182,1165824
04/02/2001,W,1023629,611098,1634727
06/15/2003,U,421515,221822,643337
01/04/2020,A,409243,306656,715899
01/15/2011,A,567710,355580,923290
02/15/2015,U,336299,276160,612459
01/27/2023,W,435531,290048,725579
05/23/2016,W,839566,748976,1588542
04/21/2015,W,931681,779658,1711339
09/22/2011,W,1076129,770485,1846614
05/24/2016,W,854725,767439,1622164
01/18/2013,W,995226,721526,1716752
09/05/2012,W,1081742,778985,1860727
01/09/2021,A,205370,101095,306465
05/17/2015,U,415263,373832,789095
01/11/2017,W,803730,714551,1518281
06/10/2010,W,1019373,707755,1727128
06/21/2017,W,758596,776244,1534840
02/07/2010,U,417214,248644,665858
05/19/2008,W,1076847,614865,1691712
06/20/2002,W,975703,628191,1603894
01/06/2020,W,750349,659521,1409870
05/15/2013,W,995042,758657,1753699
12/23/2012,U,486169,281962,768131
01/21/2022,W,360918,227754,588672
05/20/2003,W,966295,594508,1560803
03/12/2005,A,581761,317998,899759
01/08/2015,W,558275,579994,1138269
10/04/2001,W,902598,649681,1552279
03/13/2004,A,587662,342986,930648
06/18/2001,W,909937,590688,1500625
12/08/2017,W,805911,739840,1545751
01/24/2004,A,521800,263571,785371
01/21/2023,A,285487,196802,482289
08/16/2017,W,739357,734845,1474202
07/05/2018,W,652746,615715,1268461
07/07/2001,A,599172,347374,946546
09/27/2010,W,1030264,725559,1755823
07/04/2021,U,214496,167760,382256
02/18/2022,W,383850,268927,652777
06/27/2012,W,957566,751428,1708994
04/11/2002,W,1036014,629240,1665254
11/01/2016,W,931276,815318,1746594
08/02/2009,U,541877,324804,866681
12/28/2022,W,321472,212073,533545
07/28/2020,W,314899,153221,468120
10/31/2002,W,1000155,635297,1635452
01/14/2018,U,291206,245376,536582
03/15/2009,U,484927,286972,771899
12/04/2017,W,855387,739950,1595337
09/20/2012,W,1087075,814328,1901403
07/29/2012,U,488506,374441,862947
01/31/2002,W,879895,602988,1482883
02/27/2018,W,846696,743269,1589965
05/27/2017,A,492255,462129,954384
02/16/2024,W,533701,325332,859033
07/27/2010,W,935330,670382,1605712
08/29/2013,W,1048608,759088,1807696
10/14/2007,U,452914,234730,687644
05/03/2001,W,1065048,634792,1699840
12/28/2020,W,259552,125317,384869
08/28/2010,A,678949,458504,1137453
06/21/2005,W,889907,606210,1496117
02/23/2013,A,597852,403004,1000856
01/02/2008,W,699149,471241,1170390
03/04/2007,U,400292,214735,615027
01/19/2014,U,372608,316288,688896
01/28/2017,A,439479,382131,821610
10/19/2009,W,1094468,697391,1791859
01/28/2001,U,368819,174434,543253
04/09/2022,A,283129,232566,515695
11/20/2008,W,1085367,670667,1756034
04/04/2017,W,873844,763221,1637065
12/06/2023,W,572732,389802,962534
05/21/2006,U,423940,258770,682710
09/25/2012,W,1093445,787595,1881040
09/12/2017,W,883298,813900,1697198
09/09/2007,U,484803,266371,751174
10/17/2001,W,1036702,641266,1677968
12/13/2019,W,788504,704438,1492942
02/20/2004,W,933678,580459,1514137
08/16/2008,A,748347,414784,1163131
10/13/2010,W,1024910,726372,1751282
01/22/2015,W,903230,761705,1664935
07/24/2008,W,1062708,695993,1758701
01/02/2006,U,360273,215920,576193
04/10/2017,W,695555,708408,1403963
12/01/2004,W,1032681,614286,1646967
04/28/2018,A,480130,426851,906981
11/18/2008,W,1093821,666335,1760156
05/18/2003,U,403043,207860,610903
10/06/2024,U,336190,248486,584676
12/17/2019,W,765207,678194,1443401
03/18/2014,W,959483,782899,1742382
02/20/2002,W,986615,601360,1587975
07/27/2018,W,729506,741794,1471300
07/06/2023,W,495284,375201,870485
07/11/2010,U,441707,304804,746511
01/22/2008,W,992432,615285,1607717
03/31/2021,W,313521,168955,482476
01/20/2023,W,457848,296350,754198
10/23/2014,W,949675,829088,1778763
12/12/2022,W,461205,309804,771009
04/15/2016,W,881603,806015,1687618
05/08/2005,U,441575,242829,684404
10/15/2017,U,362392,335609,698001
02/23/2002,A,629609,292764,922373
11/07/2002,W,1065889,664817,1730706
09/15/2021,W,472623,329295,801918
03/19/2002,W,990801,590290,1581091
08/07/2016,U,398288,355693,753981
05/19/2024,U,329129,250996,580125
10/27/2021,W,475784,327121,802905
12/24/2002,W,621673,319916,941589
02/17/2018,A,438472,383764,822236
08/16/2020,U,172492,89599,262091
07/18/2019,W,681127,699545,1380672
11/27/2010,A,517892,340136,858028
01/09/2002,W,985622,591671,1577293
11/02/2010,W,1053066,711219,1764285
05/10/2007,W,1065947,654856,1720803
10/10/2010,U,453193,489078,942271
06/06/2011,W,1026379,723353,1749732
08/11/2005,W,859482,588881,1448363
09/16/2003,W,1033950,663607,1697557
09/29/2010,W,1044807,734953,1779760
06/21/2010,W,868542,626192,1494734
11/01/2011,W,1098741,762893,1861634
05/22/2023,W,499608,333292,832900
01/28/2016,W,877280,771161,1648441
01/07/2022,W,246042,172216,418258
07/20/2019,A,466646,419897,886543
09/14/2020,W,314508,159479,473987
04/24/2021,A,234939,149135,384074
02/29/2016,W,862380,742972,1605352
12/03/2009,W,1098849,686030,1784879
03/25/2019,W,761448,666862,1428310
04/19/2013,W,959757,718526,1678283
02/05/2010,W,1047904,641303,1689207
12/17/2020,W,273791,139375,413166
07/04/2019,U,386135,354474,740609
02/05/2017,U,351708,282731,634439
10/27/2019,U,390090,314740,704830
05/06/2015,W,951886,789988,1741874
07/14/2017,W,748691,762728,1511419
10/20/2022,W,507374,383470,890844
02/21/2022,W,330376,219366,549742
03/16/2021,W,300583,158171,458754
05/03/2002,W,1075694,606513,1682207
09/19/2024,W,652616,478448,1131064
01/28/2010,W,1002952,647250,1650202
11/08/2022,W,445547,343165,788712
05/04/2017,W,836436,770199,1606635
05/18/2014,U,434998,382342,817340
08/06/2022,A,302707,280369,583076
02/04/2022,W,391793,263572,655365
08/17/2016,W,759254,747942,1507196
01/19/2012,W,983178,711259,1694437
03/30/2017,W,756598,718864,1475462
08/09/2004,W,866609,543743,1410352
12/06/2009,U,461240,276654,737894
01/12/2009,W,1009651,629944,1639595
06/09/2018,A,464236,475218,939454
02/19/2005,A,619586,308419,928005
04/29/2018,U,354456,327855,682311
09/01/2007,A,697334,412998,1110332
02/09/2006,W,984574,635409,1619983
05/24/2006,W,951852,631510,1583362
11/23/2013,A,535573,513370,1048943
05/19/2023,W,486435,337006,823441
02/09/2020,U,310705,223411,534116
09/03/2021,W,460822,332962,793784
01/01/2025,U,225009,190989,415998
01/02/2025,W,422094,279791,701885
01/03/2025,W,431350,283675,715025
01/04/2025,A,313164,211604,524768
01/05/2025,U,239450,153014,392464
01/06/2025,W,480075,318068,798143
01/07/2025,W,539070,371290,910360
01/08/2025,W,544855,373118,917973
01/09/2025,W,550177,368934,919111
01/10/2025,W,494608,312132,806740
01/11/2025,A,341087,226653,567740
01/12/2025,U,247097,163835,410932
01/13/2025,W,520841,342573,863414
01/14/2025,W,535915,381845,917760
01/15/2025,W,548773,379995,928768
01/16/2025,W,580058,395025,975083
01/17/2025,W,566655,350717,917372
01/18/2025,A,352875,235950,588825
01/19/2025,U,220064,146185,366249
01/20/2025,W,255814,164914,420728
01/21/2025,W,294363,209433,503796
01/22/2025,W,502247,348428,850675
01/23/2025,W,560708,380982,941690
01/24/2025,W,517992,316577,834569
01/25/2025,A,353449,229265,582714
01/26/2025,U,263357,167555,430912
01/27/2025,W,557840,346652,904492
01/28/2025,W,600629,398829,999458
01/29/2025,W,600988,399561,1000549
01/30/2025,W,597148,395576,992724
01/31/2025,W,504505,309032,813537
02/01/2025,A,375592,231851,607443
02/02/2025,U,276799,172094,448893
02/03/2025,W,561089,344871,905960
02/04/2025,W,601920,397482,999402
02/05/2025,W,588472,392240,980712
02/06/2025,W,565576,380737,946313
02/07/2025,W,568753,334477,903230
02/08/2025,A,354675,225361,580036
02/09/2025,U,283740,178617,462357
02/10/2025,W,566314,340368,906682
02/11/2025,W,602680,394158,996838
02/12/2025,W,495987,323871,819858
02/13/2025,W,561666,377046,938712
02/14/2025,W,530108,327173,857281
02/15/2025,A,354572,234600,589172
02/16/2025,U,276210,177108,453318
02/17/2025,W,368849,239262,608111
02/18/2025,W,492897,326560,819457
02/19/2025,W,550895,364221,915116
02/20/2025,W,574080,380904,954984
02/21/2025,W,553951,328596,882547
02/22/2025,A,370787,234375,605162
02/23/2025,U,281484,174047,455531
02/24/2025,W,578860,353291,932151
02/25/2025,W,575346,396347,971693
02/26/2025,W,609866,397146,1007012
02/27/2025,W,613402,402457,1015859
02/28/2025,W,590955,352148,943103
03/01/2025,A,380591,240413,621004
03/02/2025,U,291627,180050,471677
03/03/2025,W,578006,345594,923600
03/04/2025,W,580293,390147,970440
03/05/2025,W,603951,397881,1001832
03/06/2025,W,619806,404819,1024625
03/07/2025,W,555241,335864,891105
03/08/2025,A,398766,258254,657020
03/09/2025,U,302103,192874,494977
03/10/2025,W,593786,371554,965340
03/11/2025,W,626067,418826,1044893
03/12/2025,W,633486,421745,1055231
03/13/2025,W,632710,433941,1066651
03/14/2025,W,610031,416441,1026472
03/15/2025,A,419140,569090,988230
03/16/2025,U,273811,212415,486226
03/17/2025,W,592276,388387,980663
03/18/2025,W,631010,433816,1064826
03/19/2025,W,586106,410146,996252
03/20/2025,W,597866,410831,1008697
03/21/2025,W,586769,365803,952572
03/22/2025,A,392188,269950,662138
03/23/2025,U,273302,209303,482605
03/24/2025,W,491872,320551,812423
03/25/2025,W,537207,371997,909204
03/26/2025,W,545509,373308,918817
03/27/2025,W,523815,375538,899353
03/28/2025,W,512649,339773,852422
03/29/2025,A,387569,265050,652619
03/30/2025,U,285253,189181,474434
03/31/2025,W,522245,355008,877253
04/01/2025,W,600564,408193,1008757
04/02/2025,W,524319,376485,900804
04/03/2025,W,660304,438577,1098881
04/04/2025,W,604237,399136,1003373
04/05/2025,A,411217,329910,741127
04/06/2025,U,320063,229137,549200
04/07/2025,W,577558,376220,953778
04/08/2025,W,612600,431129,1043729
04/09/2025,W,613773,423298,1037071
04/10/2025,W,621071,426285,1047356
04/11/2025,W,607742,388639,996381
04/12/2025,A,417636,295686,713322
04/13/2025,U,322033,227473,549506
04/14/2025,W,601239,382752,983991
04/15/2025,W,628715,431442,1060157
04/16/2025,W,647017,439567,1086584
04/17/2025,W,618797,438225,1057022
04/18/2025,W,530317,379633,909950
04/19/2025,A,398189,291288,689477
04/20/2025,U,276828,192934,469762
04/21/2025,W,563978,361549,925527
04/22/2025,W,635896,449995,1085891
04/23/2025,W,620545,448723,1069268
04/24/2025,W,653241,448572,1101813
04/25/2025,W,580882,400327,981209
04/26/2025,A,428587,317347,745934
04/27/2025,U,329874,245932,575806
04/28/2025,W,604201,393731,997932
04/29/2025,W,638090,439903,1077993
04/30/2025,W,632346,435347,1067693
